	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	GEP	0.1	0.5144861928474422	0.6675990675990676	0.5670124400890199	0.5641025641025641	0.6382978723404256	0.255011655011655
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	GEP	0.1	0.5555555555555556	0.6775147928994083	0.44335761765167303	0.5945945945945945	0.6153846153846154	0.33541019662496846
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	GEP	0.1	0.5144861928474422	0.6675990675990676	0.5670124400890199	0.6170212765957446	0.6170212765957447	0.27086247086247084
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	GEP	0.1	0.5555555555555556	0.6775147928994083	0.44335761765167303	0.5625	0.6410256410256411	0.29019050004400465
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	GEP	0.1	0.5246913580246914	0.5512265512265513	0.46905932948865947	0.47619047619047616	0.5925925925925926	0.14285714285714285
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	GEP	0.1	0.5555555555555555	0.4795918367346939	0.3262379951980792	0.375	0.5238095238095238	0.0
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	GEP	0.1	0.6179591836734695	0.7564102564102564	0.6766064355034944	0.6666666666666666	0.8285714285714286	0.5512820512820513
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	GEP	0.1	0.6477636142516103	0.4347186700767263	0.21047694883498458	0.2198952879581152	0.5	-0.11478057933035225
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	GEP	0.1	0.6179591836734695	0.24358974358974358	0.18419853386939516	0.1764705882352941	0.2	-0.4961389383568338
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	GEP	0.1	0.6477636142516103	0.5652813299232736	0.28735791216059725	0.3836734693877551	0.49328859060402686	0.10763872218306253
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	GEP	0.1	0.5555555555555555	0.4795918367346939	0.3262379951980792	0.47058823529411764	0.5714285714285714	0.13483997249264842
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	GEP	0.1	0.5246913580246914	0.5512265512265513	0.46905932948865947	0.2	0.5555555555555556	-0.05096471914376255
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	GEP	0.1	0.6847366397539408	0.6439024390243901	0.44728582290033747	0.3111111111111111	0.39215686274509803	0.014608717744769437
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	GEP	0.1	0.5144861928474422	0.3324009324009325	0.316069867339636	0.4444444444444444	0.3617021276595745	-0.22614191160340547
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	GEP	0.1	0.5029585798816568	0.45238095238095244	0.4815257444344228	0.6666666666666667	0.5769230769230769	0.13379797308309913
