	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	CTLA4	0.1	0.5144861928474422	0.6198135198135197	0.6042598582413828	0.5348837209302325	0.574468085106383	0.15114173098063566
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	CTLA4	0.1	0.5555555555555556	0.7041420118343196	0.45578924579132024	0.5945945945945945	0.6153846153846154	0.33541019662496846
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	CTLA4	0.1	0.5246913580246914	0.5505050505050505	0.4754228613103672	0.47619047619047616	0.5925925925925926	0.14285714285714285
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	CTLA4	0.1	0.5555555555555555	0.48469387755102045	0.31939744429240224	0.26666666666666666	0.47619047619047616	-0.1386750490563073
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	CTLA4	0.1	0.6179591836734695	0.6581196581196581	0.4533276280404199	0.42857142857142855	0.5428571428571428	0.14622441296640046
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	CTLA4	0.1	0.6477636142516103	0.4835677749360614	0.2189062030443061	0.275	0.610738255033557	0.01742510310442713
25	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_NovaSeq6000	CTLA4	0.1	0.6179591836734695	0.3418803418803419	0.18949622121917178	0.1904761904761905	0.5142857142857142	-0.14952751880579712
26	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq2500	CTLA4	0.1	0.6477636142516103	0.5164322250639386	0.23018505553388563	0.33488372093023255	0.5201342281879194	0.0392867013707676
27	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq4000	CTLA4	0.1	0.5555555555555555	0.48469387755102045	0.31939744429240224	0.2857142857142857	0.5238095238095238	-0.07142857142857142
28	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2000/2500	SKCM_Nivo_HiSeq2500	CTLA4	0.1	0.5246913580246914	0.5505050505050505	0.4754228613103672	0.2941176470588235	0.5555555555555556	-0.00493618050970734
29	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2500	SKCM_Nivo_HiSeq2000/2500	CTLA4	0.1	0.6847366397539408	0.7280487804878049	0.34295224927577866	0.4210526315789473	0.5686274509803921	0.24910079157436515
30	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2000	SKCM_Pembro_HiSeq2500	CTLA4	0.1	0.5144861928474422	0.38018648018648016	0.35299139129981716	0.4684684684684685	0.3723404255319149	-0.19747410162905574
31	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2500	SKCM_Pembro_HiSeq2000	CTLA4	0.1	0.5029585798816568	0.3571428571428571	0.4520421321435926	0.4137931034482759	0.34615384615384615	-0.32433748657040123
