	domain	group	train_cohort	test_cohort	mode	best_epoch	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	LFT	6	0.5144861928474422	0.710955710955711	0.6607457416105069	0.4745762711864407	0.6702127659574468	0.3008294043113647
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	LFT	8	0.5555555555555556	0.7514792899408284	0.6918049454435804	0.5925925925925927	0.717948717948718	0.37796447300922725
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	LFT	8	0.5144861928474422	0.7459207459207459	0.719713741997753	0.5714285714285714	0.7127659574468085	0.39824791098183876
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	LFT	7	0.5555555555555556	0.8017751479289941	0.6831877316010442	0.625	0.6923076923076923	0.3990119375605064
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	LFT	7	0.5246913580246914	0.6637806637806637	0.5867609288980182	0.5217391304347826	0.5925925925925926	0.1735279718330988
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	LFT	10	0.5555555555555555	0.5816326530612246	0.36444691512968824	0.0	0.6666666666666666	0.0
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	LFT	10	0.6179591836734695	0.5042735042735043	0.3588144149328211	0.0	0.7428571428571429	0.0
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	LFT	10	0.6477636142516103	0.4780690537084399	0.21510885573692987	0.0	0.7651006711409396	-0.04469507605695263
25	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_NovaSeq6000	LFT	10	0.6179591836734695	0.6837606837606838	0.46206987079093015	0.0	0.7428571428571429	0.0
26	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq2500	LFT	5	0.6477636142516103	0.5231457800511509	0.25796325651254504	0.0975609756097561	0.7516778523489933	0.030434745851778414
27	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq4000	LFT	5	0.5555555555555555	0.5714285714285714	0.49706055499122725	0.3333333333333333	0.6190476190476191	0.07905694150420949
28	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2000/2500	SKCM_Nivo_HiSeq2500	LFT	6	0.5246913580246914	0.673881673881674	0.5591944127857973	0.17391304347826084	0.6481481481481481	0.2458445859472208
29	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2500	SKCM_Nivo_HiSeq2000/2500	LFT	8	0.6847366397539408	0.7390243902439025	0.43514552441023024	0.4444444444444445	0.7058823529411765	0.27937211830783126
30	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2000	SKCM_Pembro_HiSeq2500	LFT	10	0.5144861928474422	0.4121212121212121	0.36333391439840096	0.59375	0.44680851063829785	0.10337790340159744
31	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2500	SKCM_Pembro_HiSeq2000	LFT	7	0.5029585798816568	0.5476190476190476	0.642945631736663	0.45454545454545453	0.5384615384615384	0.11572751247156893
