	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
13	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Pembro	BLCA_NovaSeq6000_Atezo	PDL1	0.1	0.6179591836734695	0.7606837606837606	0.49413401737963136	0.5	0.7142857142857143	0.3057762147373361
14	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Nivo	LUAD_HiSeq2500_Pembro	PDL1	0.1	0.5775941230486685	0.7304347826086957	0.40767665598934943	0.5263157894736842	0.45454545454545453	0.2786391062876764
15	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Pembro	LUAD_HiSeq2500_Nivo	PDL1	0.1	0.5351936693044566	0.5591397849462366	0.5366962189446157	0.2608695652173913	0.6530612244897959	0.16268458949705117
16	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Nivo	PDL1	0.1	0.5246913580246914	0.556998556998557	0.4378839585753197	0.4615384615384615	0.6111111111111112	0.16116459280507606
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	PDL1	0.1	0.5144861928474422	0.654079254079254	0.6487547980982403	0.4931506849315069	0.6063829787234043	0.17496547229459142
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	PDL1	0.1	0.5555555555555556	0.5295857988165681	0.36692007690477824	0.5	0.5384615384615384	0.14744195615489714
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	PDL1	0.1	0.5144861928474422	0.654079254079254	0.6487547980982403	0.5647058823529412	0.6063829787234043	0.21228963618628918
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	PDL1	0.1	0.5555555555555556	0.5295857988165681	0.36692007690477824	0.4848484848484849	0.5641025641025641	0.14509525002200233
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	PDL1	0.1	0.5246913580246914	0.556998556998557	0.4378839585753197	0.45	0.5925925925925926	0.1281568465843045
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	PDL1	0.1	0.5555555555555555	0.673469387755102	0.4360222901576285	0.5263157894736842	0.5714285714285714	0.2041241452319315
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	PDL1	0.1	0.6179591836734695	0.7606837606837606	0.49413401737963136	0.5454545454545455	0.7142857142857143	0.35949429545810274
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	PDL1	0.1	0.6477636142516103	0.5610613810741688	0.24861253455164162	0.27586206896551724	0.5771812080536913	-0.003138817791793737
25	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_NovaSeq6000	PDL1	0.1	0.6179591836734695	0.7606837606837606	0.49413401737963136	0.5	0.7142857142857143	0.3057762147373361
26	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq2500	PDL1	0.1	0.6477636142516103	0.5610613810741688	0.24861253455164162	0.33507853403141363	0.5738255033557047	0.06387599191603649
27	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq4000	PDL1	0.1	0.5555555555555555	0.673469387755102	0.4360222901576285	0.5263157894736842	0.5714285714285714	0.2041241452319315
28	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2000/2500	SKCM_Nivo_HiSeq2500	PDL1	0.1	0.5246913580246914	0.556998556998557	0.4378839585753197	0.5238095238095238	0.6296296296296297	0.22077922077922077
29	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2500	SKCM_Nivo_HiSeq2000/2500	PDL1	0.1	0.6847366397539408	0.4878048780487805	0.1927178328210558	0.30303030303030304	0.5490196078431373	0.04865249835436819
30	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2000	SKCM_Pembro_HiSeq2500	PDL1	0.1	0.5144861928474422	0.654079254079254	0.6487547980982403	0.6213592233009708	0.5851063829787234	0.2522932889553419
31	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2500	SKCM_Pembro_HiSeq2000	PDL1	0.1	0.5029585798816568	0.5952380952380952	0.5756774660358348	0.3157894736842105	0.5	0.06023386019368342
