Index,UMAP1,UMAP2,sequencer
IMVigor210-6cb230-ar-6cb230f,10.698353,7.6948123,HiSeq2500
IMVigor210-6cbc10-ar-6cbc10a,13.5282345,8.13929,HiSeq2500
IMVigor210-6d2ae0-ar-6d2ae0c,10.545203,7.275118,HiSeq2500
IMVigor210-6dd7ad-ar-6dd7ad1,14.474487,8.483559,HiSeq2500
IMVigor210-6f2a10-ar-6f2a102,14.50897,7.475508,HiSeq2500
IMVigor210-6ff654-ar-6ff654a,12.519832,10.96892,HiSeq2500
IMVigor210-7114d9-ar-7114d99,10.956986,7.2623005,HiSeq2500
IMVigor210-716f54-ar-716f54e,12.151021,9.994655,HiSeq2500
IMVigor210-727c0e-ar-727c0e9,14.026671,7.5765166,HiSeq2500
IMVigor210-73663e-ar-73663ee,12.292435,8.39145,HiSeq2500
IMVigor210-75142f-ar-75142fc,12.881971,11.202263,HiSeq2500
IMVigor210-7538ad-ar-7538ad9,13.732954,6.6161556,HiSeq2500
IMVigor210-753d4b-ar-753d4bb,11.1471195,10.336761,HiSeq2500
IMVigor210-75f12d-ar-75f12d1,14.656342,10.80577,HiSeq2500
IMVigor210-76a431-ar-76a431b,11.878462,9.243891,HiSeq2500
IMVigor210-771445-ar-771445e,13.433499,10.59607,HiSeq2500
IMVigor210-7829a3-ar-7829a34,11.957359,10.067138,HiSeq2500
IMVigor210-789319-ar-7893196,11.932879,7.062233,HiSeq2500
IMVigor210-7aa01f-ar-7aa01fc,15.246163,11.09917,HiSeq2500
IMVigor210-7b4000-ar-7b40007,11.8765955,4.536616,HiSeq2500
IMVigor210-7bff23-ar-7bff231,14.432666,6.5050135,HiSeq2500
IMVigor210-7c67b0-ar-7c67b05,11.437738,4.1946917,HiSeq2500
IMVigor210-7d2dfb-ar-7d2dfba,14.038389,10.821106,HiSeq2500
IMVigor210-7d7c54-ar-7d7c546,13.080253,6.3476534,HiSeq2500
IMVigor210-7f0d9c-ar-7f0d9cc,15.017394,10.94613,HiSeq2500
IMVigor210-7fb698-ar-7fb6987,14.442649,9.225246,HiSeq2500
IMVigor210-7fb7a1-ar-7fb7a13,12.6748705,10.892288,HiSeq2500
IMVigor210-80c618-ar-80c6183,13.814465,9.744254,HiSeq2500
IMVigor210-81b715-ar-81b7152,10.8883705,5.3196397,HiSeq2500
IMVigor210-822b22-ar-822b226,10.211529,5.8729596,HiSeq2500
IMVigor210-8533e5-ar-8533e5e,10.812315,4.5631423,HiSeq2500
IMVigor210-85f0a3-ar-85f0a3a,10.532745,6.827464,HiSeq2500
IMVigor210-87a8e1-ar-87a8e18,10.916747,4.542713,HiSeq2500
IMVigor210-8884fe-ar-8884fe4,14.530944,9.329367,HiSeq2500
IMVigor210-8a1b0e-ar-8a1b0e0,10.995047,6.5997477,HiSeq2500
IMVigor210-8b4b8b-ar-8b4b8b0,13.025445,10.63686,HiSeq2500
IMVigor210-8e4698-ar-8e46983,11.402256,10.876733,HiSeq2500
IMVigor210-8e8ef2-ar-8e8ef23,12.50505,11.338531,HiSeq2500
IMVigor210-8f2275-ar-8f2275c,10.972693,5.487798,HiSeq2500
IMVigor210-91c47b-ar-91c47b0,12.584235,8.000486,HiSeq2500
IMVigor210-9306c5-ar-9306c5c,11.407575,8.320372,HiSeq2500
IMVigor210-9410b8-ar-9410b86,14.046993,7.1462736,HiSeq2500
IMVigor210-943df5-ar-943df5c,12.894988,7.4722323,HiSeq2500
IMVigor210-94859b-ar-94859b4,10.15663,7.281875,HiSeq2500
IMVigor210-9539a4-ar-9539a4f,10.343713,6.265699,HiSeq2500
IMVigor210-957378-ar-957378b,13.796631,5.6333113,HiSeq2500
IMVigor210-961d04-ar-961d04c,11.114713,9.788658,HiSeq2500
IMVigor210-972530-ar-9725303,11.268704,8.785325,HiSeq2500
IMVigor210-978a58-ar-978a587,13.053256,7.9879885,HiSeq2500
IMVigor210-97a00e-ar-97a00e0,12.586292,7.335053,HiSeq2500
IMVigor210-99a46b-ar-99a46b9,13.238276,11.327142,HiSeq2500
IMVigor210-9a2cf3-ar-9a2cf3c,10.20626,10.584739,HiSeq2500
IMVigor210-9aa6a0-ar-9aa6a09,12.3757305,10.461673,HiSeq2500
IMVigor210-9cafb9-ar-9cafb90,14.6852865,7.713797,HiSeq2500
IMVigor210-9d2494-ar-9d24941,12.179411,4.7269225,HiSeq2500
IMVigor210-9dacca-ar-9daccaf,12.092952,7.170314,HiSeq2500
IMVigor210-9e11ec-ar-9e11ec6,14.01496,8.331417,HiSeq2500
IMVigor210-9fb814-ar-9fb814c,14.69827,10.173502,HiSeq2500
IMVigor210-a1871f-ar-a1871f4,11.2827,4.5841184,HiSeq2500
IMVigor210-a1e62d-ar-a1e62d3,12.598728,9.943486,HiSeq2500
IMVigor210-a32177-ar-a321770,12.146327,7.69607,HiSeq2500
IMVigor210-a424c7-ar-a424c75,12.682862,7.9619536,HiSeq2500
IMVigor210-a535fc-ar-a535fcd,10.271671,10.121139,HiSeq2500
IMVigor210-a90d73-ar-a90d73f,12.28468,4.9276605,HiSeq2500
IMVigor210-a913c6-ar-a913c61,14.886788,11.174015,HiSeq2500
IMVigor210-a9ca85-ar-a9ca853,15.222039,10.895392,HiSeq2500
IMVigor210-aabf4a-ar-aabf4af,12.32971,6.509199,HiSeq2500
IMVigor210-aaf505-ar-aaf505c,11.116148,7.2352953,HiSeq2500
IMVigor210-ab8052-ar-ab8052a,14.942639,9.720457,HiSeq2500
IMVigor210-abc151-ar-abc151b,12.572095,5.019469,HiSeq2500
IMVigor210-ad83c9-ar-ad83c9c,11.169089,10.341577,HiSeq2500
IMVigor210-ae0262-ar-ae02629,10.538468,6.439132,HiSeq2500
IMVigor210-ae1690-ar-ae16904,10.281737,6.7177024,HiSeq2500
IMVigor210-ae4da2-ar-ae4da27,12.496162,9.728408,HiSeq2500
IMVigor210-aec738-ar-aec7380,12.0775385,5.862247,HiSeq2500
IMVigor210-af42c1-ar-af42c15,14.066598,9.910567,HiSeq2500
IMVigor210-b0a83e-ar-b0a83e5,10.765871,9.149892,HiSeq2500
IMVigor210-b0d11d-ar-b0d11db,13.468661,9.7529745,HiSeq2500
IMVigor210-b15ac6-ar-b15ac6e,11.411715,8.487796,HiSeq2500
IMVigor210-b15ad0-ar-b15ad09,14.542252,9.862093,HiSeq2500
IMVigor210-b2e4a0-ar-b2e4a08,13.994777,5.541903,HiSeq2500
IMVigor210-b2f1d0-ar-b2f1d0e,15.288511,10.125589,HiSeq2500
IMVigor210-b3c022-ar-b3c0229,12.909508,5.121545,HiSeq2500
IMVigor210-b419a8-ar-b419a8f,11.81161,7.367634,HiSeq2500
IMVigor210-b470eb-ar-b470eb8,11.140502,8.855973,HiSeq2500
IMVigor210-b4c7a0-ar-b4c7a00,11.02929,7.857861,HiSeq2500
IMVigor210-b8070b-ar-b8070b7,10.587298,8.578341,HiSeq2500
IMVigor210-b8101c-ar-b8101c5,14.714837,7.37172,HiSeq2500
IMVigor210-b963dd-ar-b963dda,14.856252,9.055162,HiSeq2500
IMVigor210-ba1a34-ar-ba1a34b,12.736241,10.154594,HiSeq2500
IMVigor210-ba7176-ar-ba7176a,9.859709,6.5466685,HiSeq2500
IMVigor210-bc8dc3-ar-bc8dc3a,11.18899,5.2088385,HiSeq2500
IMVigor210-bcb07b-ar-bcb07ba,13.604513,9.5139885,HiSeq2500
IMVigor210-bcbc79-ar-bcbc795,10.089363,6.893299,HiSeq2500
IMVigor210-bda79f-ar-bda79f9,13.730437,9.034207,HiSeq2500
IMVigor210-be83ea-ar-be83eae,12.0488,7.178488,HiSeq2500
IMVigor210-bf1a3a-ar-bf1a3ae,13.303784,11.033638,HiSeq2500
IMVigor210-bfdffb-ar-bfdffb9,13.222093,9.241652,HiSeq2500
IMVigor210-c0d625-ar-c0d625a,11.943588,11.305833,HiSeq2500
IMVigor210-c0da5d-ar-c0da5d4,12.356377,5.5849714,HiSeq2500
IMVigor210-c0ef41-ar-c0ef41a,11.807631,4.7678876,HiSeq2500
IMVigor210-c1251c-ar-c1251c7,13.256636,6.852437,HiSeq2500
IMVigor210-c1b27b-ar-c1b27bc,11.734918,9.409641,HiSeq2500
IMVigor210-c2a182-ar-c2a1820,14.279251,10.693393,HiSeq2500
IMVigor210-c57ead-ar-c57eadb,11.680467,4.2898135,HiSeq2500
IMVigor210-c69253-ar-c692536,13.289076,10.682367,HiSeq2500
IMVigor210-c6eff0-ar-c6eff05,13.411332,7.868336,HiSeq2500
IMVigor210-c919ae-ar-c919aeb,13.606505,9.699553,HiSeq2500
IMVigor210-cabb6d-ar-cabb6d5,13.948666,8.055592,HiSeq2500
IMVigor210-cb132b-ar-cb132b0,13.955866,6.8407454,HiSeq2500
IMVigor210-cc4675-ar-cc4675f,12.175612,6.8507195,HiSeq2500
IMVigor210-cc7a42-ar-cc7a42d,11.778372,8.667408,HiSeq2500
IMVigor210-ce39dd-ar-ce39dd7,13.937438,6.4909453,HiSeq2500
IMVigor210-cf018f-ar-cf018fe,11.068904,10.074039,HiSeq2500
IMVigor210-d02712-ar-d027124,12.063506,6.616368,HiSeq2500
IMVigor210-d135d5-ar-d135d58,15.3588085,9.998322,HiSeq2500
IMVigor210-d1bd63-ar-d1bd637,14.168028,6.2112,HiSeq2500
IMVigor210-d215b5-ar-d215b50,11.234327,10.90497,HiSeq2500
IMVigor210-d2492b-ar-d2492b2,14.228694,8.2885685,HiSeq2500
IMVigor210-d35318-ar-d353181,12.1079645,8.036012,HiSeq2500
IMVigor210-d36012-ar-d360128,14.255686,8.247402,HiSeq2500
IMVigor210-d3bd67-ar-d3bd679,14.033481,6.401145,HiSeq2500
IMVigor210-d43f89-ar-d43f893,13.721699,10.369725,HiSeq2500
IMVigor210-d4c083-ar-d4c0837,11.7470255,7.7702804,HiSeq2500
IMVigor210-d636e3-ar-d636e34,15.470905,10.292146,HiSeq2500
IMVigor210-d697ba-ar-d697ba7,12.260689,9.807225,HiSeq2500
IMVigor210-d7d57e-ar-d7d57ee,14.503065,9.213484,HiSeq2500
IMVigor210-d86389-ar-d86389d,10.317819,5.727385,HiSeq2500
IMVigor210-d98bac-ar-d98bac0,10.421134,10.282643,HiSeq2500
IMVigor210-da4d89-ar-da4d892,12.243255,8.749292,HiSeq2500
IMVigor210-dab9ca-ar-dab9ca8,11.603176,10.193604,HiSeq2500
IMVigor210-dad5c2-ar-dad5c29,10.806121,7.3426404,HiSeq2500
IMVigor210-db3f50-ar-db3f50c,10.990136,10.148691,HiSeq2500
IMVigor210-dcae54-ar-dcae54f,12.821987,10.456547,HiSeq2500
IMVigor210-dee101-ar-dee1011,13.433664,10.382406,HiSeq2500
IMVigor210-df3e42-ar-df3e42c,14.677286,7.409919,HiSeq2500
IMVigor210-e07c45-ar-e07c456,11.368616,4.751778,HiSeq2500
IMVigor210-e0c49e-ar-e0c49ea,11.188371,10.422071,HiSeq2500
IMVigor210-e1eb5d-ar-e1eb5d9,13.743281,9.759445,HiSeq2500
IMVigor210-e3210d-ar-e3210d3,14.38001,7.689668,HiSeq2500
IMVigor210-e3d426-ar-e3d4266,10.846822,9.248634,HiSeq2500
IMVigor210-e41b1e-ar-e41b1e7,13.105286,7.7754564,HiSeq2500
IMVigor210-e50d15-ar-e50d15f,11.198249,4.9268517,HiSeq2500
IMVigor210-e56c96-ar-e56c96c,13.535986,11.100081,HiSeq2500
IMVigor210-e5bc41-ar-e5bc417,12.112592,6.7514567,HiSeq2500
IMVigor210-e71235-ar-e712352,10.692139,7.9055905,HiSeq2500
IMVigor210-e7bcab-ar-e7bcab0,11.417153,10.295486,HiSeq2500
IMVigor210-e7bf6c-ar-e7bf6c0,14.061031,9.381791,HiSeq2500
IMVigor210-e7e4f7-ar-e7e4f7c,13.992992,8.201309,HiSeq2500
IMVigor210-e9475f-ar-e9475f7,14.7377615,10.106667,HiSeq2500
IMVigor210-e94c30-ar-e94c30c,12.186101,8.261101,HiSeq2500
IMVigor210-e97af0-ar-e97af0f,10.384734,10.195496,HiSeq2500
IMVigor210-e9ae8b-ar-e9ae8be,10.639529,10.129329,HiSeq2500
IMVigor210-eaa477-ar-eaa477a,13.620865,9.463907,HiSeq2500
IMVigor210-eb2962-ar-eb29625,10.717817,7.535098,HiSeq2500
IMVigor210-eb587a-ar-eb587a6,11.30998,10.655752,HiSeq2500
IMVigor210-ee3844-ar-ee3844c,13.081201,8.499032,HiSeq2500
IMVigor210-ef0e3d-ar-ef0e3d2,14.44774,10.335763,HiSeq2500
IMVigor210-eff2ce-ar-eff2ce3,11.062036,5.07391,HiSeq2500
IMVigor210-f20b82-ar-f20b827,14.588539,11.048107,HiSeq2500
IMVigor210-f275eb-ar-f275eb8,10.920942,8.912967,HiSeq2500
IMVigor210-f28c01-ar-f28c015,10.822466,4.8566294,HiSeq2500
IMVigor210-f2aae1-ar-f2aae14,10.10074,6.448834,HiSeq2500
IMVigor210-f3a9bc-ar-f3a9bce,12.066748,9.435079,HiSeq2500
IMVigor210-f82bbd-ar-f82bbdc,11.29504,5.146865,HiSeq2500
IMVigor210-fb7aec-ar-fb7aec7,13.852977,8.669245,HiSeq2500
IMVigor210-fd9476-ar-fd94761,11.39585,11.1306505,HiSeq2500
IMVigor210-fed609-ar-fed6099,10.466929,9.750926,HiSeq2500
IMVigor210-ffa5c7-ar-ffa5c7c,15.501513,10.497808,HiSeq2500
UCC_Rose_RS.03238999,7.1979246,2.8362188,NovaSeq6000
UCC_Rose_RS.03239000,8.08438,1.6949004,NovaSeq6000
UCC_Rose_RS.03239001,7.0616546,2.3250597,NovaSeq6000
UCC_Rose_RS.03239002,9.003747,1.81573,NovaSeq6000
UCC_Rose_RS.03239003,6.9713635,2.2866642,NovaSeq6000
UCC_Rose_RS.03239004,7.073166,1.8915651,NovaSeq6000
UCC_Rose_RS.03239005,8.029977,2.6320708,NovaSeq6000
UCC_Rose_RS.03239006,6.020631,3.320936,NovaSeq6000
UCC_Rose_RS.03239007,8.26826,0.8016451,NovaSeq6000
UCC_Rose_RS.03239008,8.957504,1.3272389,NovaSeq6000
UCC_Rose_RS.03239009,9.399878,1.5695841,NovaSeq6000
UCC_Rose_RS.03239010,7.838131,2.7879992,NovaSeq6000
UCC_Rose_RS.03239011,5.9796815,3.9309556,NovaSeq6000
UCC_Rose_RS.03239012,6.0555024,3.8478825,NovaSeq6000
UCC_Rose_RS.03239013,5.853314,4.4686947,NovaSeq6000
UCC_Rose_RS.03239014,5.7512393,3.5067265,NovaSeq6000
UCC_Rose_RS.03239015,6.794959,3.7164423,NovaSeq6000
UCC_Rose_RS.03239016,6.664327,2.8522236,NovaSeq6000
UCC_Rose_RS.03239017,7.2406983,3.2842736,NovaSeq6000
UCC_Rose_RS.03239018,8.052519,2.7051723,NovaSeq6000
UCC_Rose_RS.03239019,8.8250065,0.99816096,NovaSeq6000
UCC_Rose_RS.03239020,6.227056,4.9361567,NovaSeq6000
UCC_Rose_RS.03239021,7.8474164,2.8580365,NovaSeq6000
UCC_Rose_RS.03239022,7.149484,2.7585087,NovaSeq6000
UCC_Rose_RS.03239023,6.5280366,3.3304253,NovaSeq6000
UCC_Rose_RS.03239024,5.716081,3.44999,NovaSeq6000
UCC_Rose_RS.03239025,9.070715,2.0345247,NovaSeq6000
UCC_Rose_RS.03239026,8.429463,1.0663313,NovaSeq6000
UCC_Rose_RS.03239027,5.962843,4.5325894,NovaSeq6000
UCC_Rose_RS.03239028,7.105139,2.6904685,NovaSeq6000
UCC_Rose_RS.03239029,8.708984,1.9903198,NovaSeq6000
UCC_Rose_RS.03239031,8.515605,1.7557753,NovaSeq6000
UCC_Rose_RS.03239032,6.247329,4.7902164,NovaSeq6000
UCC_Rose_RS.03239033,8.512318,3.7626202,NovaSeq6000
UCC_Rose_RS.03239034,8.460455,0.9459041,NovaSeq6000
UCC_Rose_RS.03239035,8.831141,2.7821503,NovaSeq6000
UCC_Rose_RS.03239036,7.2262545,1.4459041,NovaSeq6000
UCC_Rose_RS.03239037,8.710289,1.82589,NovaSeq6000
UCC_Rose_RS.03239038,7.8337355,1.1374699,NovaSeq6000
UCC_Rose_RS.03239039,6.069876,3.6061,NovaSeq6000
UCC_Rose_RS.03239040,5.885724,3.5921948,NovaSeq6000
UCC_Rose_RS.03239041,6.860373,3.628444,NovaSeq6000
UCC_Rose_RS.03239042,5.996131,3.3210323,NovaSeq6000
UCC_Rose_RS.03239043,6.846903,1.9033066,NovaSeq6000
UCC_Rose_RS.03238953,7.972242,1.9810781,NovaSeq6000
UCC_Rose_RS.03238954,9.084746,1.7448887,NovaSeq6000
UCC_Rose_RS.03238955,6.2868776,3.6980596,NovaSeq6000
UCC_Rose_RS.03238956,6.4571223,4.625719,NovaSeq6000
UCC_Rose_RS.03238957,9.064874,2.8971536,NovaSeq6000
UCC_Rose_RS.03238958,8.474743,1.977795,NovaSeq6000
UCC_Rose_RS.03238959,8.289366,1.4813963,NovaSeq6000
UCC_Rose_RS.03238960,6.3409553,3.1746917,NovaSeq6000
UCC_Rose_RS.03238961,6.2151384,4.700065,NovaSeq6000
UCC_Rose_RS.03238962,6.733255,2.0022705,NovaSeq6000
UCC_Rose_RS.03238963,8.576859,0.85323304,NovaSeq6000
UCC_Rose_RS.03238964,6.6671023,3.0692022,NovaSeq6000
UCC_Rose_RS.03238965,7.805386,2.2223225,NovaSeq6000
UCC_Rose_RS.03238966,8.6045475,0.92231774,NovaSeq6000
UCC_Rose_RS.03238967,8.716505,0.94144523,NovaSeq6000
UCC_Rose_RS.03238968,8.178554,1.0183154,NovaSeq6000
UCC_Rose_RS.03238969,5.698887,3.3321817,NovaSeq6000
UCC_Rose_RS.03238970,8.1396885,2.2358484,NovaSeq6000
UCC_Rose_RS.03238971,8.250192,0.8033652,NovaSeq6000
