	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
11	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_SKCM	TIDE	0.1	0.5144861928474422	0.4955710955710956	0.3805840235924109	0.5168539325842696	0.5425531914893617	0.09759124810078969
12	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Atezo	BLCA_NovaSeq6000_Pembro	TIDE	0.1	0.7419659735349716	0.45054945054945056	0.12940082579822731	0.14814814814814817	0.5	-0.12739671864781923
13	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Pembro	BLCA_NovaSeq6000_Atezo	TIDE	0.1	0.6179591836734695	0.4444444444444444	0.2497541955271424	0.2222222222222222	0.6	-0.04700854700854701
14	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Nivo	LUAD_HiSeq2500_Pembro	TIDE	0.1	0.5775941230486685	0.6043478260869565	0.350819741632446	0.41666666666666663	0.5757575757575758	0.10107302698179424
15	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Pembro	LUAD_HiSeq2500_Nivo	TIDE	0.1	0.5351936693044566	0.5716845878136201	0.41676687360737824	0.5714285714285715	0.6326530612244898	0.26960744062991054
16	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Nivo	TIDE	0.1	0.5246913580246914	0.35497835497835495	0.34670385427537637	0.2916666666666667	0.37037037037037035	-0.26590801173915524
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	TIDE	0.1	0.5144861928474422	0.5044289044289044	0.3881518116403486	0.37974683544303806	0.4787234042553192	-0.06968683416725756
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	TIDE	0.1	0.5555555555555556	0.0	0.18893284173682584	0.0	0.07692307692307693	-0.8477912478906586
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	TIDE	0.1	0.5144861928474422	0.4955710955710956	0.3805840235924109	0.4651162790697675	0.5106382978723404	0.021591675854376522
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	TIDE	0.1	0.5555555555555556	1.0	0.9999999999999998	0.896551724137931	0.9230769230769231	0.8477912478906586
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	TIDE	0.1	0.5246913580246914	0.35497835497835495	0.34670385427537637	0.28	0.3333333333333333	-0.32589399588167334
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	TIDE	0.1	0.5555555555555555	0.3673469387755102	0.25413717443792627	0.3529411764705882	0.47619047619047616	-0.06741998624632421
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	TIDE	0.1	0.6179591836734695	0.5555555555555556	0.2750382036600171	0.4	0.4857142857142857	0.08006407690254358
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	TIDE	0.1	0.6477636142516103	0.4929667519181586	0.22973995220698704	0.3188405797101449	0.5268456375838926	0.020546555531686734
25	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_NovaSeq6000	TIDE	0.1	0.6179591836734695	0.4444444444444444	0.2497541955271424	0.2608695652173913	0.5142857142857142	-0.08006407690254358
26	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq2500	TIDE	0.1	0.6477636142516103	0.5070332480818415	0.24474638477642882	0.3062200956937799	0.5134228187919463	-0.002794638171664267
27	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq4000	TIDE	0.1	0.5555555555555555	0.3673469387755102	0.25413717443792627	0.25	0.42857142857142855	-0.2041241452319315
28	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2000/2500	SKCM_Nivo_HiSeq2500	TIDE	0.1	0.5246913580246914	0.35497835497835495	0.34670385427537637	0.32727272727272727	0.3148148148148148	-0.3321343345629432
29	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2500	SKCM_Nivo_HiSeq2000/2500	TIDE	0.1	0.6847366397539408	0.4853658536585366	0.18291844141537983	0.3333333333333333	0.45098039215686275	0.07410679072340273
30	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2000	SKCM_Pembro_HiSeq2500	TIDE	0.1	0.5144861928474422	0.4955710955710956	0.3805840235924109	0.4651162790697675	0.5106382978723404	0.021591675854376522
31	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2500	SKCM_Pembro_HiSeq2000	TIDE	0.1	0.5029585798816568	0.4523809523809524	0.6117529405413518	0.5	0.46153846153846156	-0.08333333333333333
