	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	ICA	0.1	0.7419659735349716	0.39560439560439553	0.12239183191124181	0.25	0.6086956521739131	0.05179034663675479
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	ICA	0.1	0.6179591836734695	0.2222222222222222	0.17941746537890946	0.14285714285714285	0.3142857142857143	-0.378683736143755
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	ICA	0.1	0.5775941230486685	0.7608695652173914	0.4607910390263331	0.5925925925925927	0.6666666666666666	0.3758196498417308
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	ICA	0.1	0.5351936693044566	0.5555555555555556	0.47380976231550087	0.4390243902439025	0.5306122448979592	0.04674079261007565
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	ICA	0.1	0.5246913580246914	0.5569985569985569	0.5035535054387745	0.46511627906976744	0.5740740740740741	0.11167132157090805
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	ICA	0.1	0.5144861928474422	0.6885780885780886	0.6362200941386382	0.525	0.5957446808510638	0.1736951757051681
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	ICA	0.1	0.5555555555555556	0.6834319526627219	0.44030667171151855	0.5	0.6410256410256411	0.223606797749979
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	ICA	0.1	0.5144861928474422	0.6885780885780886	0.6362200941386382	0.5542168674698795	0.6063829787234043	0.20530988987241602
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	ICA	0.1	0.5555555555555556	0.6834319526627219	0.44030667171151855	0.5	0.6410256410256411	0.223606797749979
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	ICA	0.1	0.5246913580246914	0.5569985569985569	0.5035535054387745	0.46511627906976744	0.5740740740740741	0.11167132157090805
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	ICA	0.1	0.5555555555555555	0.7551020408163265	0.638728314292224	0.631578947368421	0.6666666666666666	0.408248290463863
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	ICA	0.1	0.6179591836734695	0.7777777777777778	0.6946959540096795	0.5714285714285715	0.7428571428571429	0.4013633399524028
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	ICA	0.1	0.6477636142516103	0.5714194373401534	0.27398647254131026	0.35294117647058826	0.5570469798657718	0.07972901148903307
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	ICA	0.1	0.6179591836734695	0.7777777777777778	0.6946959540096795	0.5714285714285715	0.7428571428571429	0.4013633399524028
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	ICA	0.1	0.6477636142516103	0.5714194373401534	0.27398647254131026	0.3626373626373626	0.610738255033557	0.1149478926290665
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	ICA	0.1	0.5555555555555555	0.7551020408163265	0.638728314292224	0.588235294117647	0.6666666666666666	0.337099931231621
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	ICA	0.1	0.5246913580246914	0.5569985569985569	0.5035535054387745	0.46511627906976744	0.5740740740740741	0.11167132157090805
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	ICA	0.1	0.6847366397539408	0.6341463414634146	0.4377696999681251	0.35294117647058826	0.5686274509803921	0.12804555422442265
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	ICA	0.1	0.5144861928474422	0.31142191142191145	0.3078402184522813	0.35955056179775285	0.39361702127659576	-0.20530988987241602
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	ICA	0.1	0.5029585798816568	0.36904761904761907	0.4555474819746593	0.3703703703703704	0.34615384615384615	-0.3086066999241838
