	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	Teff	0.1	0.5144861928474422	0.6731934731934732	0.6113841768018705	0.5853658536585366	0.6382978723404256	0.26695963485823776
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	Teff	0.1	0.5555555555555556	0.6686390532544378	0.4359394628899478	0.4666666666666667	0.5897435897435898	0.14625448482542613
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	Teff	0.1	0.5144861928474422	0.6731934731934732	0.6113841768018705	0.5783132530120482	0.6276595744680851	0.24858148101144542
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	Teff	0.1	0.5555555555555556	0.6686390532544378	0.4359394628899478	0.4666666666666667	0.5897435897435898	0.14625448482542613
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	Teff	0.1	0.5246913580246914	0.5815295815295815	0.5116141992219247	0.5106382978723405	0.5740740740740741	0.14360443902592004
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	Teff	0.1	0.5555555555555555	0.673469387755102	0.5664402124486158	0.5333333333333333	0.6666666666666666	0.2773500981126146
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	Teff	0.1	0.6179591836734695	0.8333333333333333	0.736686512814809	0.6	0.7714285714285715	0.44659420836637254
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	Teff	0.1	0.6477636142516103	0.6108695652173913	0.30522084468702804	0.3786407766990291	0.5704697986577181	0.12043207615118462
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	Teff	0.1	0.6179591836734695	0.8333333333333333	0.736686512814809	0.6	0.7714285714285715	0.44659420836637254
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	Teff	0.1	0.6477636142516103	0.6108695652173913	0.30522084468702804	0.3804347826086956	0.6174496644295302	0.1398918724544455
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	Teff	0.1	0.5555555555555555	0.673469387755102	0.5664402124486158	0.5333333333333333	0.6666666666666666	0.2773500981126146
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	Teff	0.1	0.5246913580246914	0.5815295815295815	0.5116141992219247	0.47619047619047616	0.5925925925925926	0.14285714285714285
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	Teff	0.1	0.6847366397539408	0.6268292682926829	0.5082061183982649	0.30303030303030304	0.5490196078431373	0.04865249835436819
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	Teff	0.1	0.5144861928474422	0.32680652680652683	0.31570166808767824	0.33707865168539325	0.3723404255319149	-0.24858148101144542
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	Teff	0.1	0.5029585798816568	0.4464285714285714	0.5190242257843646	0.5	0.46153846153846156	-0.08333333333333333
