	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	TAM	0.1	0.5555555555555555	0.25510204081632654	0.22546859468851949	0.13333333333333333	0.38095238095238093	-0.3466876226407682
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	TAM	0.1	0.6179591836734695	0.49572649572649574	0.2531982017681815	0.34782608695652173	0.5714285714285714	0.05337605126836238
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	TAM	0.1	0.6477636142516103	0.38727621483375957	0.2182834863627094	0.22549019607843143	0.4697986577181208	-0.12896706317888187
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	TAM	0.1	0.6179591836734695	0.5042735042735043	0.3375259341887483	0.30769230769230765	0.4857142857142857	-0.04858192401084479
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	TAM	0.1	0.6477636142516103	0.38727621483375957	0.2182834863627094	0.242152466367713	0.43288590604026844	-0.13395045926072227
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	TAM	0.1	0.5555555555555555	0.7448979591836734	0.6396529824050832	0.631578947368421	0.6666666666666666	0.408248290463863
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	TAM	0.1	0.5246913580246914	0.5728715728715729	0.44674713206579486	0.4782608695652174	0.5555555555555556	0.09734495980881153
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	TAM	0.1	0.6847366397539408	0.526829268292683	0.1930386652452487	0.33333333333333337	0.5294117647058824	0.08910646708599686
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	TAM	0.1	0.5144861928474422	0.4699300699300699	0.3929487312262827	0.40963855421686746	0.4787234042553192	-0.0543196569617603
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	TAM	0.1	0.5029585798816568	0.30952380952380953	0.4149442329032449	0.4827586206896552	0.4230769230769231	-0.16817499303650435
