	domain	group	train_cohort	test_cohort	mode	best_epoch	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	LFT	5	0.7419659735349716	0.4652014652014652	0.13332581442306657	0.10526315789473685	0.6304347826086957	-0.11386026533863143
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	LFT	10	0.6179591836734695	0.3418803418803419	0.20265558110981907	0.0	0.7428571428571429	0.0
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	LFT	7	0.5775941230486685	0.6956521739130435	0.5244848741552116	0.5384615384615384	0.6363636363636364	0.28386377807194557
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	LFT	7	0.5351936693044566	0.6290322580645161	0.44310307885235434	0.3448275862068966	0.6122448979591837	0.09731787507251476
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	LFT	8	0.5246913580246914	0.6103896103896104	0.544788235108569	0.5	0.6296296296296297	0.20770247549870044
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	LFT	8	0.5144861928474422	0.773892773892774	0.7564413140284258	0.6575342465753424	0.7340425531914894	0.4445843968141257
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	LFT	10	0.5555555555555556	0.7366863905325445	0.6811767008464331	0.5806451612903226	0.6666666666666666	0.3273268353539886
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	LFT	10	0.5144861928474422	0.6592074592074593	0.6055411511807878	0.5263157894736842	0.6170212765957447	0.20546104792452075
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	LFT	10	0.5555555555555556	0.7041420118343195	0.461944708352998	0.5925925925925927	0.717948717948718	0.37796447300922725
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	LFT	10	0.5246913580246914	0.6060606060606061	0.5596099479744614	0.36363636363636365	0.6111111111111112	0.12182898077463454
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	LFT	1	0.5555555555555555	0.42857142857142855	0.27253914386267325	0.0	0.6666666666666666	0.0
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	LFT	1	0.6179591836734695	0.5598290598290598	0.260940972135129	0.0	0.7428571428571429	0.0
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	LFT	10	0.6477636142516103	0.496611253196931	0.2228463810646128	0.0	0.7718120805369127	0.0
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	LFT	10	0.6179591836734695	0.7136752136752137	0.4548642311557912	0.0	0.7428571428571429	0.0
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	LFT	5	0.6477636142516103	0.5451406649616368	0.2752440524096116	0.1758241758241758	0.7483221476510067	0.08244516909816561
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	LFT	5	0.5555555555555555	0.8061224489795918	0.5242935635792778	0.0	0.6666666666666666	0.0
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	LFT	8	0.5246913580246914	0.6060606060606061	0.5253729747981157	0.08695652173913042	0.6111111111111112	0.044699015626767424
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	LFT	10	0.6847366397539408	0.5731707317073171	0.3783648525184715	0.35714285714285715	0.6470588235294118	0.15197638592001614
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	LFT	7	0.5144861928474422	0.43123543123543123	0.37917149013293383	0.5864661654135339	0.4148936170212766	0.0
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	LFT	10	0.5029585798816568	0.5178571428571428	0.6067127475346712	0.3	0.46153846153846156	-0.042257712736425826
