Index,UMAP1,UMAP2,sequencer
IMVigor210-2c9586-ar-2c95861,19.835663,9.769781,HiSeq2500
IMVigor210-2dc3f0-ar-2dc3f04,15.463188,10.550619,HiSeq2500
IMVigor210-2e7aa8-ar-2e7aa8f,17.749006,8.69008,HiSeq2500
IMVigor210-2e9ac0-ar-2e9ac0b,15.910216,9.601832,HiSeq2500
IMVigor210-2eb07d-ar-2eb07de,16.131752,10.172807,HiSeq2500
IMVigor210-2f2289-ar-2f22893,17.123056,10.534978,HiSeq2500
IMVigor210-30b5c6-ar-30b5c6c,18.23854,9.530934,HiSeq2500
IMVigor210-30cf07-ar-30cf07d,14.158504,11.265956,HiSeq2500
IMVigor210-31d917-ar-31d9176,15.438434,9.580159,HiSeq2500
IMVigor210-31f41d-ar-31f41dd,15.631913,9.660288,HiSeq2500
IMVigor210-3330c0-ar-3330c03,14.369615,8.080634,HiSeq2500
IMVigor210-34430e-ar-34430ef,14.112002,11.0236635,HiSeq2500
IMVigor210-36851b-ar-36851bc,15.539846,11.418781,HiSeq2500
IMVigor210-36a922-ar-36a9225,13.803399,11.016121,HiSeq2500
IMVigor210-36d873-ar-36d8739,17.460703,9.39366,HiSeq2500
IMVigor210-3894ac-ar-3894ac3,16.716578,11.662852,HiSeq2500
IMVigor210-39eb94-ar-39eb94f,16.506414,9.947492,HiSeq2500
IMVigor210-3a1c96-ar-3a1c963,19.334826,10.303205,HiSeq2500
IMVigor210-3b1066-ar-3b1066e,14.330358,8.26203,HiSeq2500
IMVigor210-3b15b4-ar-3b15b4c,16.095394,9.379833,HiSeq2500
IMVigor210-3cb94b-ar-3cb94b0,14.878048,11.543335,HiSeq2500
IMVigor210-3e04eb-ar-3e04eb9,15.115224,9.318658,HiSeq2500
IMVigor210-3e8baf-ar-3e8baff,19.64612,8.400391,HiSeq2500
IMVigor210-3ee5dc-ar-3ee5dcd,18.334547,10.149392,HiSeq2500
IMVigor210-415f36-ar-415f36a,15.20294,11.488476,HiSeq2500
IMVigor210-4305ab-ar-4305ab9,20.327642,8.678497,HiSeq2500
IMVigor210-4501e4-ar-4501e41,15.053623,11.852332,HiSeq2500
IMVigor210-45c8e6-ar-45c8e64,16.265783,8.916406,HiSeq2500
IMVigor210-468a9e-ar-468a9e1,19.580002,8.995227,HiSeq2500
IMVigor210-47fc46-ar-47fc46c,14.651398,9.75162,HiSeq2500
IMVigor210-49d487-ar-49d4875,16.711906,11.955092,HiSeq2500
IMVigor210-49f9b2-ar-49f9b2e,18.183348,10.449805,HiSeq2500
IMVigor210-4b0175-ar-4b0175e,14.478955,11.960619,HiSeq2500
IMVigor210-4b7ea0-ar-4b7ea01,18.995607,10.657249,HiSeq2500
IMVigor210-4caabd-ar-4caabd6,17.175226,11.058269,HiSeq2500
IMVigor210-523468-ar-5234688,18.974087,10.518322,HiSeq2500
IMVigor210-52500c-ar-52500ca,17.967564,10.724006,HiSeq2500
IMVigor210-52e3fa-ar-52e3fa3,14.570791,8.441346,HiSeq2500
IMVigor210-548551-ar-548551e,19.168734,9.756549,HiSeq2500
IMVigor210-54e58f-ar-54e58f1,20.213905,8.616015,HiSeq2500
IMVigor210-553c3c-ar-553c3c3,13.6897745,11.321961,HiSeq2500
IMVigor210-557dde-ar-557dde1,15.175582,11.559006,HiSeq2500
IMVigor210-560f23-ar-560f23d,17.358215,8.746626,HiSeq2500
IMVigor210-563d62-ar-563d623,19.601444,9.594144,HiSeq2500
IMVigor210-568ce1-ar-568ce16,15.151688,12.103768,HiSeq2500
IMVigor210-572f19-ar-572f197,17.355352,10.943344,HiSeq2500
IMVigor210-5767dd-ar-5767dd7,17.691593,9.359504,HiSeq2500
IMVigor210-58e783-ar-58e7832,20.347973,9.021239,HiSeq2500
IMVigor210-59f392-ar-59f3928,14.445537,10.710909,HiSeq2500
IMVigor210-59fda9-ar-59fda90,18.789822,9.747827,HiSeq2500
IMVigor210-5a2347-ar-5a2347c,18.58916,10.821232,HiSeq2500
IMVigor210-5b57e4-ar-5b57e47,15.739622,11.130752,HiSeq2500
IMVigor210-5c139c-ar-5c139c5,16.988585,10.714881,HiSeq2500
IMVigor210-5cc2d9-ar-5cc2d90,16.533682,12.006145,HiSeq2500
IMVigor210-5cfa16-ar-5cfa169,16.783491,12.129966,HiSeq2500
IMVigor210-5d1dfd-ar-5d1dfd5,19.721289,10.502451,HiSeq2500
IMVigor210-5d989c-ar-5d989c8,17.390278,11.736169,HiSeq2500
IMVigor210-5e3bae-ar-5e3bae0,16.261095,10.8544855,HiSeq2500
IMVigor210-5fe7a8-ar-5fe7a81,14.920946,10.548203,HiSeq2500
IMVigor210-6083aa-ar-6083aac,17.354105,10.137728,HiSeq2500
IMVigor210-6157c8-ar-6157c8f,16.234632,11.939306,HiSeq2500
IMVigor210-61b9d4-ar-61b9d4d,16.668127,10.684893,HiSeq2500
IMVigor210-61baf9-ar-61baf91,15.994094,9.758967,HiSeq2500
IMVigor210-62fb13-ar-62fb138,17.811,10.466033,HiSeq2500
IMVigor210-63405b-ar-63405b0,14.447894,10.590336,HiSeq2500
IMVigor210-63b218-ar-63b2189,18.972326,10.94982,HiSeq2500
IMVigor210-65afda-ar-65afda2,14.632846,11.308966,HiSeq2500
IMVigor210-6662f5-ar-6662f51,16.988005,10.627416,HiSeq2500
IMVigor210-670649-ar-670649e,16.907766,9.795477,HiSeq2500
IMVigor210-675a12-ar-675a12a,16.879436,11.945798,HiSeq2500
IMVigor210-6780ed-ar-6780ed4,15.880552,9.925017,HiSeq2500
IMVigor210-6792d6-ar-6792d6e,19.903954,10.077247,HiSeq2500
IMVigor210-681e4b-ar-681e4bf,18.077578,9.752395,HiSeq2500
IMVigor210-6964a6-ar-6964a6d,19.459835,10.198226,HiSeq2500
IMVigor210-6cb230-ar-6cb230f,18.067595,11.102574,HiSeq2500
IMVigor210-6cbc10-ar-6cbc10a,16.567732,9.841485,HiSeq2500
IMVigor210-6d2ae0-ar-6d2ae0c,17.845758,10.475845,HiSeq2500
IMVigor210-6dd7ad-ar-6dd7ad1,16.99944,9.603636,HiSeq2500
IMVigor210-6f2a10-ar-6f2a102,16.475588,9.21323,HiSeq2500
IMVigor210-6ff654-ar-6ff654a,15.83415,12.093111,HiSeq2500
IMVigor210-7114d9-ar-7114d99,18.775814,10.128192,HiSeq2500
IMVigor210-716f54-ar-716f54e,15.575027,10.295447,HiSeq2500
IMVigor210-727c0e-ar-727c0e9,14.715309,9.0707655,HiSeq2500
IMVigor210-73663e-ar-73663ee,16.568003,9.729457,HiSeq2500
IMVigor210-75142f-ar-75142fc,14.456331,11.684516,HiSeq2500
IMVigor210-7538ad-ar-7538ad9,18.417772,9.295841,HiSeq2500
IMVigor210-753d4b-ar-753d4bb,16.264153,11.124902,HiSeq2500
IMVigor210-75f12d-ar-75f12d1,14.30591,10.868128,HiSeq2500
IMVigor210-76a431-ar-76a431b,17.116142,9.993298,HiSeq2500
IMVigor210-771445-ar-771445e,14.1085005,11.450534,HiSeq2500
IMVigor210-7829a3-ar-7829a34,16.208416,10.738915,HiSeq2500
IMVigor210-789319-ar-7893196,17.485504,11.243247,HiSeq2500
IMVigor210-7aa01f-ar-7aa01fc,14.033665,11.197897,HiSeq2500
IMVigor210-7b4000-ar-7b40007,20.169916,9.627289,HiSeq2500
IMVigor210-7bff23-ar-7bff231,18.41476,9.237402,HiSeq2500
IMVigor210-7c67b0-ar-7c67b05,20.6104,8.860515,HiSeq2500
IMVigor210-7d2dfb-ar-7d2dfba,14.213762,11.136978,HiSeq2500
IMVigor210-7d7c54-ar-7d7c546,18.603079,9.942184,HiSeq2500
IMVigor210-7f0d9c-ar-7f0d9cc,14.225794,11.602024,HiSeq2500
IMVigor210-7fb698-ar-7fb6987,14.035681,10.088997,HiSeq2500
IMVigor210-7fb7a1-ar-7fb7a13,15.062148,11.766995,HiSeq2500
IMVigor210-80c618-ar-80c6183,14.688206,10.151981,HiSeq2500
IMVigor210-81b715-ar-81b7152,19.758644,10.169557,HiSeq2500
IMVigor210-822b22-ar-822b226,19.651371,10.430038,HiSeq2500
IMVigor210-8533e5-ar-8533e5e,20.194864,9.4278,HiSeq2500
IMVigor210-85f0a3-ar-85f0a3a,18.992086,10.446718,HiSeq2500
IMVigor210-87a8e1-ar-87a8e18,20.061659,9.108947,HiSeq2500
IMVigor210-8884fe-ar-8884fe4,14.3342285,9.851597,HiSeq2500
IMVigor210-8a1b0e-ar-8a1b0e0,19.032612,10.490718,HiSeq2500
IMVigor210-8b4b8b-ar-8b4b8b0,14.871533,11.380509,HiSeq2500
IMVigor210-8e4698-ar-8e46983,16.073828,11.839374,HiSeq2500
IMVigor210-8e8ef2-ar-8e8ef23,16.17818,12.083027,HiSeq2500
IMVigor210-8f2275-ar-8f2275c,19.33698,10.146969,HiSeq2500
IMVigor210-91c47b-ar-91c47b0,17.154123,9.322483,HiSeq2500
IMVigor210-9306c5-ar-9306c5c,17.11962,10.229519,HiSeq2500
IMVigor210-9410b8-ar-9410b86,18.037895,9.269093,HiSeq2500
IMVigor210-943df5-ar-943df5c,17.307281,9.88374,HiSeq2500
IMVigor210-94859b-ar-94859b4,18.760237,10.841839,HiSeq2500
IMVigor210-9539a4-ar-9539a4f,19.5115,10.727353,HiSeq2500
IMVigor210-957378-ar-957378b,14.320816,8.344249,HiSeq2500
IMVigor210-961d04-ar-961d04c,16.780203,10.994485,HiSeq2500
IMVigor210-972530-ar-9725303,17.659683,10.757639,HiSeq2500
IMVigor210-978a58-ar-978a587,17.139061,10.002934,HiSeq2500
IMVigor210-97a00e-ar-97a00e0,16.979588,9.053616,HiSeq2500
IMVigor210-99a46b-ar-99a46b9,14.273631,11.667442,HiSeq2500
IMVigor210-9a2cf3-ar-9a2cf3c,15.741412,11.825152,HiSeq2500
IMVigor210-9aa6a0-ar-9aa6a09,15.330838,10.913242,HiSeq2500
IMVigor210-9cafb9-ar-9cafb90,16.023865,8.795128,HiSeq2500
IMVigor210-9d2494-ar-9d24941,19.999426,8.8295145,HiSeq2500
IMVigor210-9dacca-ar-9daccaf,17.130875,9.301969,HiSeq2500
IMVigor210-9e11ec-ar-9e11ec6,16.255817,9.702822,HiSeq2500
IMVigor210-9fb814-ar-9fb814c,14.415058,10.822961,HiSeq2500
IMVigor210-a1871f-ar-a1871f4,19.602364,9.22074,HiSeq2500
IMVigor210-a1e62d-ar-a1e62d3,15.672548,10.809124,HiSeq2500
IMVigor210-a32177-ar-a321770,16.870405,10.358402,HiSeq2500
IMVigor210-a424c7-ar-a424c75,16.806845,9.561558,HiSeq2500
IMVigor210-a535fc-ar-a535fcd,17.214119,11.577641,HiSeq2500
IMVigor210-a90d73-ar-a90d73f,19.944979,8.667337,HiSeq2500
IMVigor210-a913c6-ar-a913c61,13.853525,10.794964,HiSeq2500
IMVigor210-a9ca85-ar-a9ca853,14.287997,11.520003,HiSeq2500
IMVigor210-aabf4a-ar-aabf4af,17.75316,8.813794,HiSeq2500
IMVigor210-aaf505-ar-aaf505c,17.853277,9.469021,HiSeq2500
IMVigor210-ab8052-ar-ab8052a,16.303345,10.347876,HiSeq2500
IMVigor210-abc151-ar-abc151b,19.590502,8.787886,HiSeq2500
IMVigor210-ad83c9-ar-ad83c9c,16.87067,11.118041,HiSeq2500
IMVigor210-ae0262-ar-ae02629,19.142145,10.771355,HiSeq2500
IMVigor210-ae1690-ar-ae16904,18.089874,10.593024,HiSeq2500
IMVigor210-ae4da2-ar-ae4da27,15.034068,10.888957,HiSeq2500
IMVigor210-aec738-ar-aec7380,18.603321,9.033257,HiSeq2500
IMVigor210-af42c1-ar-af42c15,14.226408,10.2820425,HiSeq2500
IMVigor210-b0a83e-ar-b0a83e5,16.671883,11.079664,HiSeq2500
IMVigor210-b0d11d-ar-b0d11db,14.678557,9.852193,HiSeq2500
IMVigor210-b15ac6-ar-b15ac6e,17.238941,10.379299,HiSeq2500
IMVigor210-b15ad0-ar-b15ad09,13.991336,10.450268,HiSeq2500
IMVigor210-b2e4a0-ar-b2e4a08,14.390647,8.273898,HiSeq2500
IMVigor210-b2f1d0-ar-b2f1d0e,15.43731,11.5178995,HiSeq2500
IMVigor210-b3c022-ar-b3c0229,19.62002,8.552908,HiSeq2500
IMVigor210-b419a8-ar-b419a8f,17.237383,10.626426,HiSeq2500
IMVigor210-b470eb-ar-b470eb8,16.702316,10.937176,HiSeq2500
IMVigor210-b4c7a0-ar-b4c7a00,18.215988,10.304681,HiSeq2500
IMVigor210-b8070b-ar-b8070b7,17.601767,11.302632,HiSeq2500
IMVigor210-b8101c-ar-b8101c5,16.638893,9.157098,HiSeq2500
IMVigor210-b963dd-ar-b963dda,15.836615,11.028305,HiSeq2500
IMVigor210-ba1a34-ar-ba1a34b,15.548146,11.107013,HiSeq2500
IMVigor210-ba7176-ar-ba7176a,19.394085,10.327224,HiSeq2500
IMVigor210-bc8dc3-ar-bc8dc3a,20.07567,9.476651,HiSeq2500
IMVigor210-bcb07b-ar-bcb07ba,16.294981,10.102425,HiSeq2500
IMVigor210-bcbc79-ar-bcbc795,19.145338,10.95715,HiSeq2500
IMVigor210-bda79f-ar-bda79f9,14.614679,9.30304,HiSeq2500
IMVigor210-be83ea-ar-be83eae,17.537369,9.101966,HiSeq2500
IMVigor210-bf1a3a-ar-bf1a3ae,15.466712,12.037695,HiSeq2500
IMVigor210-bfdffb-ar-bfdffb9,15.638564,10.33407,HiSeq2500
IMVigor210-c0d625-ar-c0d625a,16.08088,12.2661295,HiSeq2500
IMVigor210-c0da5d-ar-c0da5d4,19.321367,9.464509,HiSeq2500
IMVigor210-c0ef41-ar-c0ef41a,20.043848,9.265937,HiSeq2500
IMVigor210-c1251c-ar-c1251c7,17.778772,9.044963,HiSeq2500
IMVigor210-c1b27b-ar-c1b27bc,16.638474,11.071035,HiSeq2500
IMVigor210-c2a182-ar-c2a1820,14.308531,10.373105,HiSeq2500
IMVigor210-c57ead-ar-c57eadb,20.252851,8.689518,HiSeq2500
IMVigor210-c69253-ar-c692536,14.432568,11.434276,HiSeq2500
IMVigor210-c6eff0-ar-c6eff05,15.478183,9.425,HiSeq2500
IMVigor210-c919ae-ar-c919aeb,14.6567135,9.558465,HiSeq2500
IMVigor210-cabb6d-ar-cabb6d5,15.251567,9.894662,HiSeq2500
IMVigor210-cb132b-ar-cb132b0,14.672112,8.827821,HiSeq2500
IMVigor210-cc4675-ar-cc4675f,18.005566,11.643937,HiSeq2500
IMVigor210-cc7a42-ar-cc7a42d,17.095467,10.339122,HiSeq2500
IMVigor210-ce39dd-ar-ce39dd7,18.525509,9.161539,HiSeq2500
IMVigor210-cf018f-ar-cf018fe,16.221281,11.048179,HiSeq2500
IMVigor210-d02712-ar-d027124,17.728546,9.733693,HiSeq2500
IMVigor210-d135d5-ar-d135d58,15.57597,10.994788,HiSeq2500
IMVigor210-d1bd63-ar-d1bd637,18.637114,9.080645,HiSeq2500
IMVigor210-d215b5-ar-d215b50,15.86884,11.595619,HiSeq2500
IMVigor210-d2492b-ar-d2492b2,17.278904,9.853792,HiSeq2500
IMVigor210-d35318-ar-d353181,18.05415,9.031844,HiSeq2500
IMVigor210-d36012-ar-d360128,14.536214,9.385276,HiSeq2500
IMVigor210-d3bd67-ar-d3bd679,15.018041,8.627261,HiSeq2500
IMVigor210-d43f89-ar-d43f893,14.178712,10.811945,HiSeq2500
IMVigor210-d4c083-ar-d4c0837,16.84735,9.937246,HiSeq2500
IMVigor210-d636e3-ar-d636e34,15.183773,11.541616,HiSeq2500
IMVigor210-d697ba-ar-d697ba7,15.493009,11.134634,HiSeq2500
IMVigor210-d7d57e-ar-d7d57ee,14.228717,9.943058,HiSeq2500
IMVigor210-d86389-ar-d86389d,19.44235,10.651282,HiSeq2500
IMVigor210-d98bac-ar-d98bac0,16.385342,11.733588,HiSeq2500
IMVigor210-da4d89-ar-da4d892,16.853926,9.966716,HiSeq2500
IMVigor210-dab9ca-ar-dab9ca8,16.518717,11.52165,HiSeq2500
IMVigor210-dad5c2-ar-dad5c29,18.17932,9.918489,HiSeq2500
IMVigor210-db3f50-ar-db3f50c,16.259335,12.08186,HiSeq2500
IMVigor210-dcae54-ar-dcae54f,15.088387,11.145872,HiSeq2500
IMVigor210-dee101-ar-dee1011,15.175575,11.031289,HiSeq2500
IMVigor210-df3e42-ar-df3e42c,16.169758,9.2423315,HiSeq2500
IMVigor210-e07c45-ar-e07c456,20.330896,8.995187,HiSeq2500
IMVigor210-e0c49e-ar-e0c49ea,16.40331,11.376443,HiSeq2500
IMVigor210-e1eb5d-ar-e1eb5d9,14.351769,10.288197,HiSeq2500
IMVigor210-e3210d-ar-e3210d3,16.497467,9.160468,HiSeq2500
IMVigor210-e3d426-ar-e3d4266,16.82244,11.314827,HiSeq2500
IMVigor210-e41b1e-ar-e41b1e7,16.575447,10.544355,HiSeq2500
IMVigor210-e50d15-ar-e50d15f,20.284935,9.2615,HiSeq2500
IMVigor210-e56c96-ar-e56c96c,14.026168,11.565945,HiSeq2500
IMVigor210-e5bc41-ar-e5bc417,18.285154,11.361223,HiSeq2500
IMVigor210-e71235-ar-e712352,18.073967,11.01016,HiSeq2500
IMVigor210-e7bcab-ar-e7bcab0,17.030083,11.821817,HiSeq2500
IMVigor210-e7bf6c-ar-e7bf6c0,14.351063,10.204857,HiSeq2500
IMVigor210-e7e4f7-ar-e7e4f7c,16.583677,9.496222,HiSeq2500
IMVigor210-e9475f-ar-e9475f7,14.875665,11.185177,HiSeq2500
IMVigor210-e94c30-ar-e94c30c,16.708366,9.648646,HiSeq2500
IMVigor210-e97af0-ar-e97af0f,16.90095,11.679029,HiSeq2500
IMVigor210-e9ae8b-ar-e9ae8be,16.395552,11.392841,HiSeq2500
IMVigor210-eaa477-ar-eaa477a,14.804098,9.59169,HiSeq2500
IMVigor210-eb2962-ar-eb29625,18.378065,10.335576,HiSeq2500
IMVigor210-eb587a-ar-eb587a6,17.105404,11.549489,HiSeq2500
IMVigor210-ee3844-ar-ee3844c,15.738459,10.172723,HiSeq2500
IMVigor210-ef0e3d-ar-ef0e3d2,14.336083,10.873781,HiSeq2500
IMVigor210-eff2ce-ar-eff2ce3,19.85791,9.625122,HiSeq2500
IMVigor210-f20b82-ar-f20b827,13.895192,10.707806,HiSeq2500
IMVigor210-f275eb-ar-f275eb8,16.865513,11.022159,HiSeq2500
IMVigor210-f28c01-ar-f28c015,19.891558,10.0609865,HiSeq2500
IMVigor210-f2aae1-ar-f2aae14,18.633972,10.442275,HiSeq2500
IMVigor210-f3a9bc-ar-f3a9bce,16.365387,10.359325,HiSeq2500
IMVigor210-f82bbd-ar-f82bbdc,20.173944,9.318121,HiSeq2500
IMVigor210-fb7aec-ar-fb7aec7,15.924005,9.282446,HiSeq2500
IMVigor210-fd9476-ar-fd94761,16.489454,12.193248,HiSeq2500
IMVigor210-fed609-ar-fed6099,16.966646,11.753159,HiSeq2500
IMVigor210-ffa5c7-ar-ffa5c7c,15.413606,11.366376,HiSeq2500
UCC_Rose_RS.03238999,11.611153,6.504133,NovaSeq6000
UCC_Rose_RS.03239000,13.022779,6.2427235,NovaSeq6000
UCC_Rose_RS.03239001,12.331958,6.0548277,NovaSeq6000
UCC_Rose_RS.03239002,12.567226,5.070931,NovaSeq6000
UCC_Rose_RS.03239003,11.495187,6.3612256,NovaSeq6000
UCC_Rose_RS.03239004,12.538749,5.951953,NovaSeq6000
UCC_Rose_RS.03239005,12.318798,6.4692936,NovaSeq6000
UCC_Rose_RS.03239006,10.917444,6.975865,NovaSeq6000
UCC_Rose_RS.03239007,13.447859,5.550986,NovaSeq6000
UCC_Rose_RS.03239008,13.20367,5.3333735,NovaSeq6000
UCC_Rose_RS.03239009,13.187201,5.139648,NovaSeq6000
UCC_Rose_RS.03239010,12.0217705,6.4942117,NovaSeq6000
UCC_Rose_RS.03239011,11.134038,7.6953235,NovaSeq6000
UCC_Rose_RS.03239012,11.187539,7.6505666,NovaSeq6000
UCC_Rose_RS.03239013,11.643859,8.137763,NovaSeq6000
UCC_Rose_RS.03239014,10.944581,7.061423,NovaSeq6000
UCC_Rose_RS.03239015,11.437625,7.2779574,NovaSeq6000
UCC_Rose_RS.03239016,11.12209,6.788929,NovaSeq6000
UCC_Rose_RS.03239017,11.793408,5.659943,NovaSeq6000
UCC_Rose_RS.03239018,11.690013,6.005475,NovaSeq6000
UCC_Rose_RS.03239019,13.548731,6.283901,NovaSeq6000
UCC_Rose_RS.03239020,11.686285,8.027419,NovaSeq6000
UCC_Rose_RS.03239021,11.919091,5.8769784,NovaSeq6000
UCC_Rose_RS.03239022,11.545655,6.276459,NovaSeq6000
UCC_Rose_RS.03239023,11.329467,7.0998945,NovaSeq6000
UCC_Rose_RS.03239024,10.926522,7.075073,NovaSeq6000
UCC_Rose_RS.03239025,12.970938,5.2354465,NovaSeq6000
UCC_Rose_RS.03239026,13.549129,6.230546,NovaSeq6000
UCC_Rose_RS.03239027,11.64725,8.188116,NovaSeq6000
UCC_Rose_RS.03239028,11.662419,6.2992163,NovaSeq6000
UCC_Rose_RS.03239029,12.866587,5.4169955,NovaSeq6000
UCC_Rose_RS.03239031,12.446713,5.590643,NovaSeq6000
UCC_Rose_RS.03239032,11.922418,8.304788,NovaSeq6000
UCC_Rose_RS.03239033,11.656883,5.853046,NovaSeq6000
UCC_Rose_RS.03239034,12.998857,5.818328,NovaSeq6000
UCC_Rose_RS.03239035,12.727137,5.254626,NovaSeq6000
UCC_Rose_RS.03239036,12.968505,6.134883,NovaSeq6000
UCC_Rose_RS.03239037,12.768933,5.2259126,NovaSeq6000
UCC_Rose_RS.03239038,13.413372,5.9800515,NovaSeq6000
UCC_Rose_RS.03239039,11.551487,7.211788,NovaSeq6000
UCC_Rose_RS.03239040,11.370467,7.4050274,NovaSeq6000
UCC_Rose_RS.03239041,11.422354,7.2939644,NovaSeq6000
UCC_Rose_RS.03239042,10.840153,7.04389,NovaSeq6000
UCC_Rose_RS.03239043,11.715383,6.3705835,NovaSeq6000
UCC_Rose_RS.03238953,12.451991,6.227868,NovaSeq6000
UCC_Rose_RS.03238954,13.056366,5.0230217,NovaSeq6000
UCC_Rose_RS.03238955,11.686307,7.507117,NovaSeq6000
UCC_Rose_RS.03238956,11.353297,8.021997,NovaSeq6000
UCC_Rose_RS.03238957,12.377342,5.3048215,NovaSeq6000
UCC_Rose_RS.03238958,12.365989,5.504138,NovaSeq6000
UCC_Rose_RS.03238959,12.775926,5.46686,NovaSeq6000
UCC_Rose_RS.03238960,11.278499,6.746462,NovaSeq6000
UCC_Rose_RS.03238961,11.381598,8.214552,NovaSeq6000
UCC_Rose_RS.03238962,12.134376,5.477877,NovaSeq6000
UCC_Rose_RS.03238963,13.031858,5.647787,NovaSeq6000
UCC_Rose_RS.03238964,11.324172,7.1025214,NovaSeq6000
UCC_Rose_RS.03238965,12.175273,6.4631968,NovaSeq6000
UCC_Rose_RS.03238966,13.259646,5.78746,NovaSeq6000
UCC_Rose_RS.03238967,13.237896,5.3593445,NovaSeq6000
UCC_Rose_RS.03238968,13.342093,5.7144713,NovaSeq6000
UCC_Rose_RS.03238969,10.940426,7.276402,NovaSeq6000
UCC_Rose_RS.03238970,11.260837,6.4891233,NovaSeq6000
UCC_Rose_RS.03238971,13.366397,5.6872935,NovaSeq6000
UCC_Rose_RS.03238972,11.440728,6.6478333,NovaSeq6000
UCC_Rose_RS.03238973,12.921514,5.9977975,NovaSeq6000
UCC_Rose_RS.03238974,11.9290695,5.7867284,NovaSeq6000
UCC_Rose_RS.03238975,13.532635,6.133697,NovaSeq6000
