Index,UMAP1,UMAP2,sequencer
IMVigor210-203dcf-ar-203dcf1,7.3542094,11.595959,HiSeq2500
IMVigor210-2070b4-ar-2070b41,4.8229556,11.208668,HiSeq2500
IMVigor210-230959-ar-2309593,5.1895704,11.982021,HiSeq2500
IMVigor210-23aa15-ar-23aa15d,4.887008,11.9245825,HiSeq2500
IMVigor210-25510f-ar-25510f3,6.4835086,9.970904,HiSeq2500
IMVigor210-2570ff-ar-2570ff4,8.398364,10.814805,HiSeq2500
IMVigor210-26104d-ar-26104d5,6.545959,10.521779,HiSeq2500
IMVigor210-262422-ar-2624229,8.092601,8.703725,HiSeq2500
IMVigor210-27299a-ar-27299ae,5.6154504,12.648457,HiSeq2500
IMVigor210-286870-ar-2868703,5.773169,9.315625,HiSeq2500
IMVigor210-28e603-ar-28e6031,4.2100635,11.641101,HiSeq2500
IMVigor210-297c03-ar-297c030,8.594274,10.076744,HiSeq2500
IMVigor210-29da92-ar-29da928,5.794879,10.55755,HiSeq2500
IMVigor210-2b672f-ar-2b672f4,5.5245805,12.799111,HiSeq2500
IMVigor210-2bba8c-ar-2bba8cb,7.9274383,9.074664,HiSeq2500
IMVigor210-2c9586-ar-2c95861,5.3746395,12.136925,HiSeq2500
IMVigor210-2dc3f0-ar-2dc3f04,8.363829,11.427251,HiSeq2500
IMVigor210-2e7aa8-ar-2e7aa8f,6.6484156,10.25462,HiSeq2500
IMVigor210-2e9ac0-ar-2e9ac0b,7.203562,9.870682,HiSeq2500
IMVigor210-2eb07d-ar-2eb07de,8.751614,11.132302,HiSeq2500
IMVigor210-2f2289-ar-2f22893,7.466246,10.330798,HiSeq2500
IMVigor210-30b5c6-ar-30b5c6c,4.510209,11.003304,HiSeq2500
IMVigor210-30cf07-ar-30cf07d,8.118171,11.579131,HiSeq2500
IMVigor210-31d917-ar-31d9176,5.2183914,9.818241,HiSeq2500
IMVigor210-31f41d-ar-31f41dd,6.5019364,10.483419,HiSeq2500
IMVigor210-3330c0-ar-3330c03,7.2361274,12.172913,HiSeq2500
IMVigor210-34430e-ar-34430ef,6.2336106,11.286533,HiSeq2500
IMVigor210-36851b-ar-36851bc,5.4337845,10.865675,HiSeq2500
IMVigor210-36a922-ar-36a9225,7.6616898,10.370695,HiSeq2500
IMVigor210-36d873-ar-36d8739,5.288271,9.965738,HiSeq2500
IMVigor210-3894ac-ar-3894ac3,6.201706,12.400138,HiSeq2500
IMVigor210-39eb94-ar-39eb94f,4.8561983,8.649256,HiSeq2500
IMVigor210-3a1c96-ar-3a1c963,6.5574493,12.260218,HiSeq2500
IMVigor210-3b1066-ar-3b1066e,6.8874416,12.048556,HiSeq2500
IMVigor210-3b15b4-ar-3b15b4c,4.5853915,8.946979,HiSeq2500
IMVigor210-3cb94b-ar-3cb94b0,6.0079145,10.981223,HiSeq2500
IMVigor210-3e04eb-ar-3e04eb9,6.960628,10.125529,HiSeq2500
IMVigor210-3e8baf-ar-3e8baff,6.512025,11.908953,HiSeq2500
IMVigor210-3ee5dc-ar-3ee5dcd,8.345291,1.8861454,HiSeq2500
IMVigor210-415f36-ar-415f36a,7.5237875,10.837703,HiSeq2500
IMVigor210-4305ab-ar-4305ab9,4.8117366,12.856494,HiSeq2500
IMVigor210-4501e4-ar-4501e41,4.604685,8.637836,HiSeq2500
IMVigor210-45c8e6-ar-45c8e64,4.47299,9.1618395,HiSeq2500
IMVigor210-468a9e-ar-468a9e1,6.5526047,9.641616,HiSeq2500
IMVigor210-47fc46-ar-47fc46c,10.955234,12.760351,HiSeq2500
IMVigor210-49d487-ar-49d4875,8.631605,8.726083,HiSeq2500
IMVigor210-49f9b2-ar-49f9b2e,5.368814,11.289545,HiSeq2500
IMVigor210-4b0175-ar-4b0175e,6.2526493,11.028403,HiSeq2500
IMVigor210-4b7ea0-ar-4b7ea01,4.663526,11.642775,HiSeq2500
IMVigor210-4caabd-ar-4caabd6,4.2029185,11.047096,HiSeq2500
IMVigor210-523468-ar-5234688,4.939042,11.199874,HiSeq2500
IMVigor210-52500c-ar-52500ca,5.4566417,12.887584,HiSeq2500
IMVigor210-52e3fa-ar-52e3fa3,7.1573634,12.200996,HiSeq2500
IMVigor210-548551-ar-548551e,6.000859,13.5952835,HiSeq2500
IMVigor210-54e58f-ar-54e58f1,5.3571873,12.388932,HiSeq2500
IMVigor210-553c3c-ar-553c3c3,8.76657,10.882525,HiSeq2500
IMVigor210-557dde-ar-557dde1,6.710504,11.28681,HiSeq2500
IMVigor210-560f23-ar-560f23d,8.960768,11.709955,HiSeq2500
IMVigor210-563d62-ar-563d623,5.5634027,10.206486,HiSeq2500
IMVigor210-568ce1-ar-568ce16,7.44958,10.578008,HiSeq2500
IMVigor210-572f19-ar-572f197,6.279468,11.195576,HiSeq2500
IMVigor210-5767dd-ar-5767dd7,6.8380146,11.466509,HiSeq2500
IMVigor210-58e783-ar-58e7832,5.306325,13.159986,HiSeq2500
IMVigor210-59f392-ar-59f3928,7.6275883,10.570719,HiSeq2500
IMVigor210-59fda9-ar-59fda90,8.1510315,7.9283295,HiSeq2500
IMVigor210-5a2347-ar-5a2347c,6.0511127,13.207475,HiSeq2500
IMVigor210-5b57e4-ar-5b57e47,5.245181,11.649564,HiSeq2500
IMVigor210-5c139c-ar-5c139c5,5.387859,10.330515,HiSeq2500
IMVigor210-5cc2d9-ar-5cc2d90,7.91198,9.069357,HiSeq2500
IMVigor210-5cfa16-ar-5cfa169,7.8544817,9.573691,HiSeq2500
IMVigor210-5d1dfd-ar-5d1dfd5,4.9424567,11.672913,HiSeq2500
IMVigor210-5d989c-ar-5d989c8,4.585872,11.383014,HiSeq2500
IMVigor210-5e3bae-ar-5e3bae0,8.05888,12.017828,HiSeq2500
IMVigor210-5fe7a8-ar-5fe7a81,5.8208327,13.489892,HiSeq2500
IMVigor210-6083aa-ar-6083aac,6.90754,11.093566,HiSeq2500
IMVigor210-6157c8-ar-6157c8f,7.600455,9.457882,HiSeq2500
IMVigor210-61b9d4-ar-61b9d4d,5.7401247,12.514575,HiSeq2500
IMVigor210-61baf9-ar-61baf91,6.063727,10.3942795,HiSeq2500
IMVigor210-62fb13-ar-62fb138,5.5712495,11.654255,HiSeq2500
IMVigor210-63405b-ar-63405b0,7.992951,7.8815646,HiSeq2500
IMVigor210-63b218-ar-63b2189,6.0948725,13.445894,HiSeq2500
IMVigor210-65afda-ar-65afda2,8.133864,8.712743,HiSeq2500
IMVigor210-6662f5-ar-6662f51,6.125114,13.401672,HiSeq2500
IMVigor210-670649-ar-670649e,7.243333,10.082854,HiSeq2500
IMVigor210-675a12-ar-675a12a,6.5841203,10.859448,HiSeq2500
IMVigor210-6780ed-ar-6780ed4,5.1315293,9.129072,HiSeq2500
IMVigor210-6792d6-ar-6792d6e,4.7966394,11.958864,HiSeq2500
IMVigor210-681e4b-ar-681e4bf,6.1717143,11.506928,HiSeq2500
IMVigor210-6964a6-ar-6964a6d,6.023781,13.535505,HiSeq2500
IMVigor210-6cb230-ar-6cb230f,8.421601,2.6464977,HiSeq2500
IMVigor210-6cbc10-ar-6cbc10a,4.8511667,9.614991,HiSeq2500
IMVigor210-6d2ae0-ar-6d2ae0c,5.05912,12.92411,HiSeq2500
IMVigor210-6dd7ad-ar-6dd7ad1,8.858316,9.793974,HiSeq2500
IMVigor210-6f2a10-ar-6f2a102,9.776297,10.7662735,HiSeq2500
IMVigor210-6ff654-ar-6ff654a,6.8540983,10.152217,HiSeq2500
IMVigor210-7114d9-ar-7114d99,6.399061,10.257177,HiSeq2500
IMVigor210-716f54-ar-716f54e,6.60517,12.154611,HiSeq2500
IMVigor210-727c0e-ar-727c0e9,7.960282,11.576286,HiSeq2500
IMVigor210-73663e-ar-73663ee,6.1813674,13.2760725,HiSeq2500
IMVigor210-75142f-ar-75142fc,6.621006,10.965006,HiSeq2500
IMVigor210-7538ad-ar-7538ad9,4.9089556,8.763511,HiSeq2500
IMVigor210-753d4b-ar-753d4bb,5.8284645,12.1031685,HiSeq2500
IMVigor210-75f12d-ar-75f12d1,9.088672,10.14014,HiSeq2500
IMVigor210-76a431-ar-76a431b,8.196644,11.189207,HiSeq2500
IMVigor210-771445-ar-771445e,7.419358,10.65104,HiSeq2500
IMVigor210-7829a3-ar-7829a34,5.0966315,8.99078,HiSeq2500
IMVigor210-789319-ar-7893196,5.6417465,9.911335,HiSeq2500
IMVigor210-7aa01f-ar-7aa01fc,7.0002255,10.921491,HiSeq2500
IMVigor210-7b4000-ar-7b40007,4.185237,11.323963,HiSeq2500
IMVigor210-7bff23-ar-7bff231,4.970929,9.390471,HiSeq2500
IMVigor210-7c67b0-ar-7c67b05,4.562378,12.126777,HiSeq2500
IMVigor210-7d2dfb-ar-7d2dfba,10.669643,10.860624,HiSeq2500
IMVigor210-7d7c54-ar-7d7c546,8.201213,2.453906,HiSeq2500
IMVigor210-7f0d9c-ar-7f0d9cc,7.0792627,10.95936,HiSeq2500
IMVigor210-7fb698-ar-7fb6987,9.157666,10.901216,HiSeq2500
IMVigor210-7fb7a1-ar-7fb7a13,6.0879803,10.798344,HiSeq2500
IMVigor210-80c618-ar-80c6183,4.263772,8.603314,HiSeq2500
IMVigor210-81b715-ar-81b7152,4.8520455,11.32115,HiSeq2500
IMVigor210-822b22-ar-822b226,4.325475,12.203578,HiSeq2500
IMVigor210-8533e5-ar-8533e5e,4.9301715,11.688321,HiSeq2500
IMVigor210-85f0a3-ar-85f0a3a,4.615749,12.066652,HiSeq2500
IMVigor210-87a8e1-ar-87a8e18,5.1422453,12.963388,HiSeq2500
IMVigor210-8884fe-ar-8884fe4,8.963976,10.56138,HiSeq2500
IMVigor210-8a1b0e-ar-8a1b0e0,5.7617784,11.559782,HiSeq2500
IMVigor210-8b4b8b-ar-8b4b8b0,6.5991173,10.8485985,HiSeq2500
IMVigor210-8e4698-ar-8e46983,7.214243,10.476927,HiSeq2500
IMVigor210-8e8ef2-ar-8e8ef23,8.033904,9.775245,HiSeq2500
IMVigor210-8f2275-ar-8f2275c,7.821877,12.166229,HiSeq2500
IMVigor210-91c47b-ar-91c47b0,6.012887,13.692592,HiSeq2500
IMVigor210-9306c5-ar-9306c5c,6.256235,12.274221,HiSeq2500
IMVigor210-9410b8-ar-9410b86,8.592917,10.074252,HiSeq2500
IMVigor210-943df5-ar-943df5c,4.846896,8.927,HiSeq2500
IMVigor210-94859b-ar-94859b4,5.67095,11.147508,HiSeq2500
IMVigor210-9539a4-ar-9539a4f,5.278358,11.318202,HiSeq2500
IMVigor210-957378-ar-957378b,7.4756546,12.253269,HiSeq2500
IMVigor210-961d04-ar-961d04c,5.8399615,11.859685,HiSeq2500
IMVigor210-972530-ar-9725303,6.061133,12.479725,HiSeq2500
IMVigor210-978a58-ar-978a587,8.15462,9.830542,HiSeq2500
IMVigor210-97a00e-ar-97a00e0,5.2044997,11.7179165,HiSeq2500
IMVigor210-99a46b-ar-99a46b9,6.8622594,11.130105,HiSeq2500
IMVigor210-9a2cf3-ar-9a2cf3c,6.9102983,10.853758,HiSeq2500
IMVigor210-9aa6a0-ar-9aa6a09,5.621838,10.421252,HiSeq2500
IMVigor210-9cafb9-ar-9cafb90,9.056068,11.441968,HiSeq2500
IMVigor210-9d2494-ar-9d24941,13.686808,12.042507,HiSeq2500
IMVigor210-9dacca-ar-9daccaf,6.3168564,13.070441,HiSeq2500
IMVigor210-9e11ec-ar-9e11ec6,8.002964,10.962566,HiSeq2500
IMVigor210-9fb814-ar-9fb814c,8.704025,10.368091,HiSeq2500
IMVigor210-a1871f-ar-a1871f4,7.704923,12.098443,HiSeq2500
IMVigor210-a1e62d-ar-a1e62d3,6.4781265,11.321041,HiSeq2500
IMVigor210-a32177-ar-a321770,4.9882936,8.678516,HiSeq2500
IMVigor210-a424c7-ar-a424c75,7.141903,11.55238,HiSeq2500
IMVigor210-a535fc-ar-a535fcd,8.302958,2.723275,HiSeq2500
IMVigor210-a90d73-ar-a90d73f,4.9520245,8.668093,HiSeq2500
IMVigor210-a913c6-ar-a913c61,6.735274,11.536392,HiSeq2500
IMVigor210-a9ca85-ar-a9ca853,7.5210524,10.227714,HiSeq2500
IMVigor210-aabf4a-ar-aabf4af,4.358176,11.405034,HiSeq2500
IMVigor210-aaf505-ar-aaf505c,5.910063,13.220684,HiSeq2500
IMVigor210-ab8052-ar-ab8052a,8.422624,8.068837,HiSeq2500
IMVigor210-abc151-ar-abc151b,13.475132,12.003743,HiSeq2500
IMVigor210-ad83c9-ar-ad83c9c,6.6164947,10.040502,HiSeq2500
IMVigor210-ae0262-ar-ae02629,4.062684,11.4260845,HiSeq2500
IMVigor210-ae1690-ar-ae16904,7.439778,11.9144,HiSeq2500
IMVigor210-ae4da2-ar-ae4da27,6.5725994,11.352306,HiSeq2500
IMVigor210-aec738-ar-aec7380,5.051886,11.555947,HiSeq2500
IMVigor210-af42c1-ar-af42c15,7.228913,10.721638,HiSeq2500
IMVigor210-b0a83e-ar-b0a83e5,4.702975,11.514553,HiSeq2500
IMVigor210-b0d11d-ar-b0d11db,8.048322,11.688131,HiSeq2500
IMVigor210-b15ac6-ar-b15ac6e,7.4332595,12.221883,HiSeq2500
IMVigor210-b15ad0-ar-b15ad09,8.739321,10.448485,HiSeq2500
IMVigor210-b2e4a0-ar-b2e4a08,6.9327455,12.133573,HiSeq2500
IMVigor210-b2f1d0-ar-b2f1d0e,8.511827,9.699175,HiSeq2500
IMVigor210-b3c022-ar-b3c0229,7.4665556,11.427878,HiSeq2500
IMVigor210-b419a8-ar-b419a8f,5.023204,11.728827,HiSeq2500
IMVigor210-b470eb-ar-b470eb8,5.4252844,11.721461,HiSeq2500
IMVigor210-b4c7a0-ar-b4c7a00,4.7058973,12.398304,HiSeq2500
IMVigor210-b8070b-ar-b8070b7,8.254376,2.7223732,HiSeq2500
IMVigor210-b8101c-ar-b8101c5,7.09123,9.887164,HiSeq2500
IMVigor210-b963dd-ar-b963dda,7.8736258,10.15748,HiSeq2500
IMVigor210-ba1a34-ar-ba1a34b,6.019445,9.918493,HiSeq2500
IMVigor210-ba7176-ar-ba7176a,4.471515,11.423912,HiSeq2500
IMVigor210-bc8dc3-ar-bc8dc3a,6.3486137,12.083281,HiSeq2500
IMVigor210-bcb07b-ar-bcb07ba,5.397766,10.587011,HiSeq2500
IMVigor210-bcbc79-ar-bcbc795,5.5310316,12.364397,HiSeq2500
IMVigor210-bda79f-ar-bda79f9,7.357375,11.340011,HiSeq2500
IMVigor210-be83ea-ar-be83eae,5.6272254,12.498032,HiSeq2500
IMVigor210-bf1a3a-ar-bf1a3ae,7.669079,10.593062,HiSeq2500
IMVigor210-bfdffb-ar-bfdffb9,6.7389803,10.9076805,HiSeq2500
IMVigor210-c0d625-ar-c0d625a,7.6582546,9.646854,HiSeq2500
IMVigor210-c0da5d-ar-c0da5d4,6.5015707,11.85009,HiSeq2500
IMVigor210-c0ef41-ar-c0ef41a,5.085542,11.982853,HiSeq2500
IMVigor210-c1251c-ar-c1251c7,5.9356174,11.497472,HiSeq2500
IMVigor210-c1b27b-ar-c1b27bc,5.816706,13.344954,HiSeq2500
IMVigor210-c2a182-ar-c2a1820,7.16106,11.173,HiSeq2500
IMVigor210-c57ead-ar-c57eadb,5.5251756,12.505376,HiSeq2500
IMVigor210-c69253-ar-c692536,7.882347,10.199025,HiSeq2500
IMVigor210-c6eff0-ar-c6eff05,4.506744,10.88511,HiSeq2500
IMVigor210-c919ae-ar-c919aeb,7.6856475,11.624832,HiSeq2500
IMVigor210-cabb6d-ar-cabb6d5,7.7252135,10.026131,HiSeq2500
IMVigor210-cb132b-ar-cb132b0,6.301638,11.017365,HiSeq2500
IMVigor210-cc4675-ar-cc4675f,13.770766,11.918355,HiSeq2500
IMVigor210-cc7a42-ar-cc7a42d,6.2870975,10.935068,HiSeq2500
IMVigor210-ce39dd-ar-ce39dd7,4.444392,8.725863,HiSeq2500
IMVigor210-cf018f-ar-cf018fe,5.8687806,11.618839,HiSeq2500
IMVigor210-d02712-ar-d027124,7.9683924,9.097338,HiSeq2500
IMVigor210-d135d5-ar-d135d58,8.009385,10.312225,HiSeq2500
IMVigor210-d1bd63-ar-d1bd637,4.6147995,9.058479,HiSeq2500
IMVigor210-d215b5-ar-d215b50,8.492143,8.777727,HiSeq2500
IMVigor210-d2492b-ar-d2492b2,8.715088,8.570957,HiSeq2500
IMVigor210-d35318-ar-d353181,4.4374065,11.815064,HiSeq2500
IMVigor210-d36012-ar-d360128,6.0609546,13.331347,HiSeq2500
IMVigor210-d3bd67-ar-d3bd679,5.9962535,11.662643,HiSeq2500
IMVigor210-d43f89-ar-d43f893,7.3735976,11.021798,HiSeq2500
IMVigor210-d4c083-ar-d4c0837,5.8482747,13.09564,HiSeq2500
IMVigor210-d636e3-ar-d636e34,8.24068,8.208122,HiSeq2500
IMVigor210-d697ba-ar-d697ba7,6.7842784,11.490962,HiSeq2500
IMVigor210-d7d57e-ar-d7d57ee,8.817311,10.255784,HiSeq2500
IMVigor210-d86389-ar-d86389d,4.889661,12.390329,HiSeq2500
IMVigor210-d98bac-ar-d98bac0,5.712921,10.282716,HiSeq2500
IMVigor210-da4d89-ar-da4d892,6.506889,10.435402,HiSeq2500
IMVigor210-dab9ca-ar-dab9ca8,6.745509,11.224842,HiSeq2500
IMVigor210-dad5c2-ar-dad5c29,5.27564,11.849908,HiSeq2500
IMVigor210-db3f50-ar-db3f50c,5.7773867,11.415401,HiSeq2500
IMVigor210-dcae54-ar-dcae54f,6.387301,11.641081,HiSeq2500
IMVigor210-dee101-ar-dee1011,8.581632,9.702633,HiSeq2500
IMVigor210-df3e42-ar-df3e42c,4.280307,8.558876,HiSeq2500
IMVigor210-e07c45-ar-e07c456,4.562211,12.065723,HiSeq2500
IMVigor210-e0c49e-ar-e0c49ea,7.112354,9.745647,HiSeq2500
IMVigor210-e1eb5d-ar-e1eb5d9,7.626611,11.044026,HiSeq2500
IMVigor210-e3210d-ar-e3210d3,4.423031,9.007034,HiSeq2500
IMVigor210-e3d426-ar-e3d4266,5.6107063,11.343666,HiSeq2500
IMVigor210-e41b1e-ar-e41b1e7,5.449211,9.708263,HiSeq2500
IMVigor210-e50d15-ar-e50d15f,5.1351933,12.780275,HiSeq2500
IMVigor210-e56c96-ar-e56c96c,9.0951605,10.276874,HiSeq2500
IMVigor210-e5bc41-ar-e5bc417,6.264198,9.7801895,HiSeq2500
IMVigor210-e71235-ar-e712352,5.9188914,12.674191,HiSeq2500
IMVigor210-e7bcab-ar-e7bcab0,8.022378,9.851718,HiSeq2500
IMVigor210-e7bf6c-ar-e7bf6c0,7.415501,11.319519,HiSeq2500
IMVigor210-e7e4f7-ar-e7e4f7c,4.3901987,8.659454,HiSeq2500
IMVigor210-e9475f-ar-e9475f7,7.2795873,10.410279,HiSeq2500
IMVigor210-e94c30-ar-e94c30c,6.029951,12.792433,HiSeq2500
IMVigor210-e97af0-ar-e97af0f,5.492672,11.065436,HiSeq2500
IMVigor210-e9ae8b-ar-e9ae8be,8.425476,11.473202,HiSeq2500
IMVigor210-eaa477-ar-eaa477a,7.446451,11.724429,HiSeq2500
IMVigor210-eb2962-ar-eb29625,5.666089,11.413797,HiSeq2500
IMVigor210-eb587a-ar-eb587a6,7.069109,10.409876,HiSeq2500
IMVigor210-ee3844-ar-ee3844c,8.698744,8.541805,HiSeq2500
IMVigor210-ef0e3d-ar-ef0e3d2,9.317933,10.4254265,HiSeq2500
IMVigor210-eff2ce-ar-eff2ce3,5.075278,13.157674,HiSeq2500
IMVigor210-f20b82-ar-f20b827,7.0791254,10.874092,HiSeq2500
IMVigor210-f275eb-ar-f275eb8,7.000881,11.988916,HiSeq2500
IMVigor210-f28c01-ar-f28c015,4.652794,11.835814,HiSeq2500
IMVigor210-f2aae1-ar-f2aae14,5.1430545,11.022515,HiSeq2500
IMVigor210-f3a9bc-ar-f3a9bce,6.76973,10.087338,HiSeq2500
IMVigor210-f82bbd-ar-f82bbdc,4.718633,12.799186,HiSeq2500
IMVigor210-fb7aec-ar-fb7aec7,7.933336,11.398021,HiSeq2500
IMVigor210-fd9476-ar-fd94761,8.373298,9.103997,HiSeq2500
IMVigor210-fed609-ar-fed6099,7.0823054,11.231732,HiSeq2500
IMVigor210-ffa5c7-ar-ffa5c7c,8.467704,8.475137,HiSeq2500
UCC_Rose_RS.03238999,0.53474957,5.4087105,NovaSeq6000
UCC_Rose_RS.03239000,0.96562624,5.658291,NovaSeq6000
UCC_Rose_RS.03239001,0.23060384,5.081579,NovaSeq6000
UCC_Rose_RS.03239002,1.1576285,5.494919,NovaSeq6000
UCC_Rose_RS.03239003,-0.14807385,4.2316623,NovaSeq6000
UCC_Rose_RS.03239004,0.6397985,4.134633,NovaSeq6000
UCC_Rose_RS.03239005,1.1274126,4.742643,NovaSeq6000
UCC_Rose_RS.03239006,-0.18650076,3.7287714,NovaSeq6000
UCC_Rose_RS.03239007,0.47378242,5.2148447,NovaSeq6000
UCC_Rose_RS.03239008,0.869213,4.889431,NovaSeq6000
UCC_Rose_RS.03239009,1.6041553,4.738105,NovaSeq6000
UCC_Rose_RS.03239010,1.1173415,5.6046095,NovaSeq6000
UCC_Rose_RS.03239011,0.1656318,3.0879524,NovaSeq6000
UCC_Rose_RS.03239012,0.49432126,3.530516,NovaSeq6000
UCC_Rose_RS.03239013,-0.22165856,3.5548282,NovaSeq6000
UCC_Rose_RS.03239014,-0.050927095,3.1563141,NovaSeq6000
UCC_Rose_RS.03239015,0.81524515,5.120332,NovaSeq6000
UCC_Rose_RS.03239016,0.00747162,3.4853663,NovaSeq6000
UCC_Rose_RS.03239017,0.68595773,4.8477674,NovaSeq6000
UCC_Rose_RS.03239018,0.9032471,5.489982,NovaSeq6000
UCC_Rose_RS.03239019,0.090357855,4.3301697,NovaSeq6000
UCC_Rose_RS.03239020,-0.394353,4.0121303,NovaSeq6000
UCC_Rose_RS.03239021,1.5515119,4.7377176,NovaSeq6000
UCC_Rose_RS.03239022,0.17037053,4.557254,NovaSeq6000
UCC_Rose_RS.03239023,0.35437185,3.2300782,NovaSeq6000
UCC_Rose_RS.03239024,0.17072323,3.345415,NovaSeq6000
UCC_Rose_RS.03239025,1.4451576,4.693537,NovaSeq6000
UCC_Rose_RS.03239026,-0.21259177,4.232603,NovaSeq6000
UCC_Rose_RS.03239027,0.2184258,3.1934009,NovaSeq6000
UCC_Rose_RS.03239028,0.27372056,4.2183557,NovaSeq6000
UCC_Rose_RS.03239029,1.0690149,5.3363304,NovaSeq6000
UCC_Rose_RS.03239031,1.1010214,4.847552,NovaSeq6000
UCC_Rose_RS.03239032,0.5610278,3.781843,NovaSeq6000
UCC_Rose_RS.03239033,0.57947403,3.8892527,NovaSeq6000
UCC_Rose_RS.03239034,0.09518242,4.5337405,NovaSeq6000
UCC_Rose_RS.03239035,0.8376304,3.7650137,NovaSeq6000
UCC_Rose_RS.03239036,0.67783254,4.050306,NovaSeq6000
UCC_Rose_RS.03239037,0.7345812,4.2095156,NovaSeq6000
UCC_Rose_RS.03239038,0.9036555,5.5457444,NovaSeq6000
UCC_Rose_RS.03239039,0.63375473,3.4806275,NovaSeq6000
UCC_Rose_RS.03239040,0.38767892,3.452114,NovaSeq6000
UCC_Rose_RS.03239041,1.3450038,4.3787766,NovaSeq6000
UCC_Rose_RS.03239042,-0.09976681,3.3260036,NovaSeq6000
UCC_Rose_RS.03239043,-0.13716722,3.351626,NovaSeq6000
UCC_Rose_RS.03238953,0.9707899,5.276179,NovaSeq6000
UCC_Rose_RS.03238954,-0.04690392,4.1576395,NovaSeq6000
UCC_Rose_RS.03238955,1.1252083,4.1484084,NovaSeq6000
UCC_Rose_RS.03238956,-0.029812243,3.8457975,NovaSeq6000
UCC_Rose_RS.03238957,1.1897032,4.3982315,NovaSeq6000
UCC_Rose_RS.03238958,1.0976212,5.086752,NovaSeq6000
UCC_Rose_RS.03238959,0.56533194,4.7293715,NovaSeq6000
UCC_Rose_RS.03238960,-0.33669007,3.6780415,NovaSeq6000
UCC_Rose_RS.03238961,0.35364658,3.6098127,NovaSeq6000
UCC_Rose_RS.03238962,0.56692404,3.8958154,NovaSeq6000
UCC_Rose_RS.03238963,0.2813317,5.1762624,NovaSeq6000
UCC_Rose_RS.03238964,0.3133037,4.474784,NovaSeq6000
UCC_Rose_RS.03238965,1.1456956,5.655111,NovaSeq6000
UCC_Rose_RS.03238966,0.55933225,5.038791,NovaSeq6000
UCC_Rose_RS.03238967,0.28083283,3.6423957,NovaSeq6000
UCC_Rose_RS.03238968,0.6454145,5.5251775,NovaSeq6000
UCC_Rose_RS.03238969,0.05650473,3.4385178,NovaSeq6000
